datum,castka,typ,nazev_protiuctu,zprava_pro_prijemce,ks,vs,ss,poznamka
01.06.2021,"-405,00 CZK",Bezhotovostní platba,,"pp#16348 FO 1555/2021, kvk:p, obcerstveni-tiskovka-zahajeni, jiri-duchek",NA,1555,42021,"pp#16348 FO 1555/2021, kvk:p, obcerstveni-tiskovka-zahajeni, jiri-duchek"
01.06.2021,"-29 040,00 CZK",Bezhotovostní platba,,"pp#16339 FO 1547/2021, plk:p, medialni-spojka-0521, mgr-libor-janicek",NA,62021,42021,"pp#16339 FO 1547/2021, plk:p, medialni-spojka-0521, mgr-libor-janicek"
01.06.2021,"-33 850,00 CZK",Bezhotovostní platba,,"pp#16338 FO 1546/2021, plk:p, medialni-spojka-prace-na-kampani-koalicni-listy-fb, mgr-libor-janicek",NA,72021,42021,"pp#16338 FO 1546/2021, plk:p, medialni-spojka-prace-na-kampani-koalicni-listy-fb, mgr-libor-janicek"
01.06.2021,"-426,00 CZK",Bezhotovostní platba,,"pp#16328 FO 1538/2021, pha:p, dymovnice-scenografie-zahajeni-kampane, oskar-rejchrt",NA,15382021,42021,"pp#16328 FO 1538/2021, pha:p, dymovnice-scenografie-zahajeni-kampane, oskar-rejchrt"
01.06.2021,"-1 530,00 CZK",Bezhotovostní platba,,"pp#16326 FO 1536/2021, pha:p, mistni-poplatek-p10-zabor-pro-kampan, mestska-cast-praha-10",NA,1030606989,42021,"pp#16326 FO 1536/2021, pha:p, mistni-poplatek-p10-zabor-pro-kampan, mestska-cast-praha-10"
01.06.2021,"-251,00 CZK",Bezhotovostní platba,,"pp#16323 FO 1533/2021, pha:p, cestovne-predstaveni-prazske-kandidatky, michal-hrib",NA,202110,42021,"pp#16323 FO 1533/2021, pha:p, cestovne-predstaveni-prazske-kandidatky, michal-hrib"
01.06.2021,"-20 000,00 CZK",Bezhotovostní platba,,"pp#16321 FO 1531/2021, cen:vs, koordinace-dobrovolniku-kveten-2021, dominika-krizova",NA,20210006,42021,"pp#16321 FO 1531/2021, cen:vs, koordinace-dobrovolniku-kveten-2021, dominika-krizova"
01.06.2021,"-35 000,00 CZK",Bezhotovostní platba,,"pp#16320 FO 1530/2021, cen:ft, prace-volebniho-koordinatora-a-cestovni-naklady-duben-2021, jakub-sich",NA,52021,333,"pp#16320 FO 1530/2021, cen:ft, prace-volebniho-koordinatora-a-cestovni-naklady-duben-2021, jakub-sich"
01.06.2021,"-22 860,00 CZK",Bezhotovostní platba,,"pp#16319 FO 1529/2021, cen:ft, medialni-poradenstvi-za-mesic-kveten-2021, mgr-lubomira-cerna",NA,20210003,333,"pp#16319 FO 1529/2021, cen:ft, medialni-poradenstvi-za-mesic-kveten-2021, mgr-lubomira-cerna"
01.06.2021,"-50 000,00 CZK",Bezhotovostní platba,,"pp#16318 FO 1528/2021, cen:ft, sluzby-administrativni-cinnosti-kveten-2021, filip-reinohl",NA,20210016,333,"pp#16318 FO 1528/2021, cen:ft, sluzby-administrativni-cinnosti-kveten-2021, filip-reinohl"
01.06.2021,"-6 000,00 CZK",Bezhotovostní platba,,"pp#16317 FO 1527/2021, cen:ft, sprava-fb-stan-praha-copywriting-kveten, simon-ornest",NA,9,333,"pp#16317 FO 1527/2021, cen:ft, sprava-fb-stan-praha-copywriting-kveten, simon-ornest"
01.06.2021,"-2 000,00 CZK",Bezhotovostní platba,,"pp#16316 FO 1526/2021, cen:ft, sprava-fb-profilu-t-hrebika-kveten-2021, tomas-nakladal",NA,2021006,333,"pp#16316 FO 1526/2021, cen:ft, sprava-fb-profilu-t-hrebika-kveten-2021, tomas-nakladal"
01.06.2021,"-20 000,00 CZK",Bezhotovostní platba,,"pp#16314 FO 1524/2021, cen:ft, medialni-poradenstvi-za-mesic-kveten-2021, tomas-pergl",NA,202110,333,"pp#16314 FO 1524/2021, cen:ft, medialni-poradenstvi-za-mesic-kveten-2021, tomas-pergl"
01.06.2021,"-20 000,00 CZK",Bezhotovostní platba,,"pp#16313 FO 1523/2021, cen:ft, odborne-analyzy-za-mesic-kveten-2021, david-pergl",NA,202105,333,"pp#16313 FO 1523/2021, cen:ft, odborne-analyzy-za-mesic-kveten-2021, david-pergl"
01.06.2021,"-30 000,00 CZK",Bezhotovostní platba,,"pp#16311 FO 1521/2021, cen:ft, medialni-a-politicke-poradenstvi-analyticke-sluzby-kveten, jan-nemec",NA,202109,333,"pp#16311 FO 1521/2021, cen:ft, medialni-a-politicke-poradenstvi-analyticke-sluzby-kveten, jan-nemec"
01.06.2021,"-53 578,80 CZK",Bezhotovostní platba,,"pp#16298 FO 1509/2021, cen:vs, tisk-a-vyroba-plachet-a-brozur, graf-print-sro",NA,66221,42021,"pp#16298 FO 1509/2021, cen:vs, tisk-a-vyroba-plachet-a-brozur, graf-print-sro"
01.06.2021,"-5 000,00 CZK",Karetní transakce,,"Nákup: FACEBK *VHVGJ4TRG2,  Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 31.5.2021, částka  5000.00 CZK",NA,6835,NA,"Nákup: FACEBK *VHVGJ4TRG2,  Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 31.5.2021, částka  5000.00 CZK"
01.06.2021,"-6 624,90 CZK",Karetní transakce,,"Nákup: FACEBK *DEF2W278B2,  Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 31.5.2021, částka  6624.90 CZK",NA,2020,NA,"Nákup: FACEBK *DEF2W278B2,  Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 31.5.2021, částka  6624.90 CZK"
31.05.2021,"-548,00 CZK",Bezhotovostní platba,,"pp#16296 FO 1507/2021, plk:p, cestovne-plzen-16175-rozvazeni-koalicnich-listu, miroslav-masek",NA,20210019,42021,"pp#16296 FO 1507/2021, plk:p, cestovne-plzen-16175-rozvazeni-koalicnich-listu, miroslav-masek"
31.05.2021,"-8 000,00 CZK",Bezhotovostní platba,,"pp#16294 FO 1505/2021, cen:vs, nataceni-strih-videa-na-palube-s-olgou-richterovou-6-7, jakub-suva",NA,20210511,42021,"pp#16294 FO 1505/2021, cen:vs, nataceni-strih-videa-na-palube-s-olgou-richterovou-6-7, jakub-suva"
31.05.2021,"-804,90 CZK",Bezhotovostní platba,,"pp#16282 FO 1495/2021, pha_praha12:p, reklama-fb-3, jan-adamec",NA,7302019,NA,"pp#16282 FO 1495/2021, pha_praha12:p, reklama-fb-3, jan-adamec"
31.05.2021,"-138,00 CZK",Bezhotovostní platba,,"pp#16281 FO 1494/2021, ulk:p, obcerstveni-na-dvoudenni-foceni, zuzanapetruvova",NA,1494,42021,"pp#16281 FO 1494/2021, ulk:p, obcerstveni-na-dvoudenni-foceni, zuzanapetruvova"
31.05.2021,"185 860,00 CZK",Platba převodem uvnitř banky,STAROSTOVÉ A NEZÁVISLÍ,STAN - převod prostředků na volební účet,NA,NA,NA,STAN - převod prostředků na volební účet
31.05.2021,"-15 000,00 CZK",Karetní transakce,,"Nákup: GOOGLE *ADS5162857564,  Gordon House, Barrow Street, cc@google.com, UNKNOWN, IRL, dne 30.5.2021, částka  15000.00 CZK",NA,8267,NA,"Nákup: GOOGLE *ADS5162857564,  Gordon House, Barrow Street, cc@google.com, UNKNOWN, IRL, dne 30.5.2021, částka  15000.00 CZK"
31.05.2021,"-4 137,23 CZK",Karetní transakce,,"Nákup: FACEBK *34NWY4BAQ2,  Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 29.5.2021, částka  4137.23 CZK",NA,8267,NA,"Nákup: FACEBK *34NWY4BAQ2,  Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 29.5.2021, částka  4137.23 CZK"
31.05.2021,"-1 170,96 CZK",Karetní transakce,,"Nákup: FACEBK *EPF9E47VF2,  Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 30.5.2021, částka  1170.96 CZK",NA,8267,NA,"Nákup: FACEBK *EPF9E47VF2,  Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 30.5.2021, částka  1170.96 CZK"
31.05.2021,"-20 000,00 CZK",Karetní transakce,,"Nákup: FACEBK *BRH274BVF2,  Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 29.5.2021, částka  20000.00 CZK",NA,8267,NA,"Nákup: FACEBK *BRH274BVF2,  Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 29.5.2021, částka  20000.00 CZK"
29.05.2021,"-1 261,96 CZK",Karetní transakce,,"Nákup: FACEBK *42Q5F57XE2,  Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 28.5.2021, částka  1261.96 CZK",NA,6835,NA,"Nákup: FACEBK *42Q5F57XE2,  Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 28.5.2021, částka  1261.96 CZK"
28.05.2021,"-2 904,00 CZK",Okamžitá odchozí platba,,"pp#16278 FO 1491/2021, cen:vs, najem-chemicke-wc, toi-toi-sanitarni-systemy-sro",NA,146371256,42021,"pp#16278 FO 1491/2021, cen:vs, najem-chemicke-wc, toi-toi-sanitarni-systemy-sro"
28.05.2021,"-25 410,00 CZK",Bezhotovostní platba,,"pp#16275 FO 1488/2021, cen:vs, sluzba-protext-video-vcetne-zajisteni-distribuce-tiskove-zpravy-a-aviza, ceska-tiskova-kancelar",NA,672110353,42021,"pp#16275 FO 1488/2021, cen:vs, sluzba-protext-video-vcetne-zajisteni-distribuce-tiskove-zpravy-a-aviza, ceska-tiskova-kancelar"
28.05.2021,"-25 000,00 CZK",Bezhotovostní platba,,"pp#16267 FO 1481/2021, cen:vs, korektury-volebniho-programu-koalice-piratu-a-starostu, lucie-svadlenkova",NA,202107,42021,"pp#16267 FO 1481/2021, cen:vs, korektury-volebniho-programu-koalice-piratu-a-starostu, lucie-svadlenkova"
28.05.2021,"-13 000,00 CZK",Bezhotovostní platba,,"pp#16268 FO 1482/2021, cen:vs, korektury-koalicnich-listu-pirstan, lucie-svadlenkova",NA,202106,42021,"pp#16268 FO 1482/2021, cen:vs, korektury-koalicnich-listu-pirstan, lucie-svadlenkova"
28.05.2021,"-4 000,00 CZK",Bezhotovostní platba,,"pp#16266 FO 1480/2021, jhc:p, fotograf-kandidati, jiri-ryszawy",NA,2021010,42021,"pp#16266 FO 1480/2021, jhc:p, fotograf-kandidati, jiri-ryszawy"
28.05.2021,"-3 576,86 CZK",Bezhotovostní platba,,"pp#16259 FO 1473/2021, ulk:p, online-na-facebooku-2021-0502, vratislav-filipek",NA,1473,42021,"pp#16259 FO 1473/2021, ulk:p, online-na-facebooku-2021-0502, vratislav-filipek"
28.05.2021,"-9 101,00 CZK",Bezhotovostní platba,,"pp#16256 FO 1470/2021, khk:p, balonky, balonky-sro",NA,2111246,42021,"pp#16256 FO 1470/2021, khk:p, balonky, balonky-sro"
28.05.2021,"-670,00 CZK",Bezhotovostní platba,,"pp#16255 FO 1469/2021, khk:p, tisk-pro-buttony, skori-sro",NA,11111,42021,"pp#16255 FO 1469/2021, khk:p, tisk-pro-buttony, skori-sro"
28.05.2021,"-1 862,15 CZK",Bezhotovostní platba,,"pp#16251 FO 1465/2021, msk:p, 2021-medialni-tym-msk-facebook-reklama-kveten, jakub-dedek",NA,1465,NA,"pp#16251 FO 1465/2021, msk:p, 2021-medialni-tym-msk-facebook-reklama-kveten, jakub-dedek"
28.05.2021,"-10 000,00 CZK",Platba převodem uvnitř banky,,"pp#16216 FO 1432/2021, ulk:p, foceni-kandidatu, frantisek-nikl",NA,202105031,42021,"pp#16216 FO 1432/2021, ulk:p, foceni-kandidatu, frantisek-nikl"
27.05.2021,"-5 000,00 CZK",Karetní transakce,,"Nákup: SEZNAM.CZ,  ul.Radlicka 3294/10, Praha 5 - Smi, 150 00, CZE, dne 26.5.2021, částka  5000.00 CZK",NA,8267,NA,"Nákup: SEZNAM.CZ,  ul.Radlicka 3294/10, Praha 5 - Smi, 150 00, CZE, dne 26.5.2021, částka  5000.00 CZK"
27.05.2021,"-18 000,00 CZK",Bezhotovostní platba,,"pp#16264 FO 1478/2021, cen:mo, proplaceni-zastupce-vedouciho-odpovidacu-ivana-hlusickova-202104, ivanahlusickova",NA,20210008,NA,"pp#16264 FO 1478/2021, cen:mo, proplaceni-zastupce-vedouciho-odpovidacu-ivana-hlusickova-202104, ivanahlusickova"
27.05.2021,"-1 000,00 CZK",Bezhotovostní platba,,"pp#16262 FO 1476/2021, cen:vs, najemne-verejneho-prostranstvi-zahajeni, mc-praha-1",NA,2126000936,42021,"pp#16262 FO 1476/2021, cen:vs, najemne-verejneho-prostranstvi-zahajeni, mc-praha-1"
25.05.2021,"-411,40 CZK",Bezhotovostní platba,,"pp#16250 FO 1464/2021, kvk:p, rollup-koalicni-vymena-folie, azus-brezova-sro",308,21211280,42021,"pp#16250 FO 1464/2021, kvk:p, rollup-koalicni-vymena-folie, azus-brezova-sro"
25.05.2021,"-12 200,00 CZK",Bezhotovostní platba,,"pp#16249 FO 1463/2021, pak:p, koord-komunikace-03-0421, zaneta-havlenova",NA,10182,NA,"pp#16249 FO 1463/2021, pak:p, koord-komunikace-03-0421, zaneta-havlenova"
25.05.2021,"-123,00 CZK",Platba převodem uvnitř banky,,"pp#16247 FO 1461/2021, jhc:p, archy-placky, tiskarna-posekany",NA,320210348,42021,"pp#16247 FO 1461/2021, jhc:p, archy-placky, tiskarna-posekany"
25.05.2021,"-20 000,00 CZK",Bezhotovostní platba,,"pp#16245 FO 1459/2021, kvk:p, zaloha-bb-cheb, media-as",NA,220005,42021,"pp#16245 FO 1459/2021, kvk:p, zaloha-bb-cheb, media-as"
25.05.2021,"-28 000,00 CZK",Bezhotovostní platba,,"pp#16235 FO 1450/2021, pak:p, pr-a-socialni-site-stan-david-zaruba, david-zaruba",NA,202101,42021,"pp#16235 FO 1450/2021, pak:p, pr-a-socialni-site-stan-david-zaruba, david-zaruba"
25.05.2021,"-6 000,00 CZK",Bezhotovostní platba,,"pp#16234 FO 1449/2021, pak:p, volebni-koordinatorka-stan-alice-paurova, alice-paurova",NA,2021004,42021,"pp#16234 FO 1449/2021, pak:p, volebni-koordinatorka-stan-alice-paurova, alice-paurova"
25.05.2021,"-20 000,00 CZK",Bezhotovostní platba,,"pp#16233 FO 1448/2021, pak:p, proplaceni-volebni-manazerky-jana-rosenbergerova, jana-rosenbergerova",NA,20210058,42021,"pp#16233 FO 1448/2021, pak:p, proplaceni-volebni-manazerky-jana-rosenbergerova, jana-rosenbergerova"
25.05.2021,"-6 271,00 CZK",Bezhotovostní platba,,"pp#16191 FO 1408/2021, cen:vs, jizdenky-praha-ostrava, ceske-drahy-as",NA,2005,42021,"pp#16191 FO 1408/2021, cen:vs, jizdenky-praha-ostrava, ceske-drahy-as"
25.05.2021,"-7 500,00 CZK",Bezhotovostní platba,,"pp#16222 FO 1438/2021, cen:vs, nataceni-strih-zahajeni-kampane-2021, jakub-suva",NA,20210506,42021,"pp#16222 FO 1438/2021, cen:vs, nataceni-strih-zahajeni-kampane-2021, jakub-suva"
25.05.2021,"-54 450,00 CZK",Bezhotovostní platba,,"pp#16219 FO 1435/2021, cen:vs, 4-splatka-realizace-parlamentniho-webu, michal-bohac",NA,210100027,42021,"pp#16219 FO 1435/2021, cen:vs, 4-splatka-realizace-parlamentniho-webu, michal-bohac"
25.05.2021,"-22 000,00 CZK",Bezhotovostní platba,,"pp#15980 FO 1210/2021, cen:vs, specialista-online-marketingu-pro-kampan-duben-2021, michal-marek",NA,20210011,42021,"pp#15980 FO 1210/2021, cen:vs, specialista-online-marketingu-pro-kampan-duben-2021, michal-marek"
24.05.2021,"-483,43 CZK",Karetní transakce,,"Nákup: FACEBK *U5Z3C4PRG2,  Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 24.5.2021, částka  483.43 CZK",NA,6835,NA,"Nákup: FACEBK *U5Z3C4PRG2,  Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 24.5.2021, částka  483.43 CZK"
24.05.2021,"-1 000,00 CZK",Platba převodem uvnitř banky,,DAR MILENA MACHOVCOVÁ 5.5. NA CHYBNÝ ÚČET,NA,NA,NA,DAR MILENA MACHOVCOVÁ 5.5. NA CHYBNÝ ÚČET
24.05.2021,"15 000,00 CZK",Platba převodem uvnitř banky,Česká pirátská strana,"pp#15718 FO 954/2021, cen:vv, koordinace-projektu-senior-chudova, nela-chudova/OPRAVA ÚČTU",NA,NA,NA,"pp#15718 FO 954/2021, cen:vv, koordinace-projektu-senior-chudova, nela-chudova/OPRAVA ÚČTU"
24.05.2021,"15 000,00 CZK",Platba převodem uvnitř banky,Česká pirátská strana,"pp#15717 FO 953/2021, cen:vv, koordinace-projektu-senior-holzer, jakub-holzer/OPRAVA ÚČTU",NA,NA,NA,"pp#15717 FO 953/2021, cen:vv, koordinace-projektu-senior-holzer, jakub-holzer/OPRAVA ÚČTU"
24.05.2021,"5 000,00 CZK",Platba převodem uvnitř banky,Česká pirátská strana,"pp#15705 FO 941/2021, cen:vs, podpurna-cinnost-souvisejici-s-tvorbou-celostatnich-politik-piratu-brezen-2021, daniel-galuszka/OPRAVA ÚČTU",NA,NA,NA,"pp#15705 FO 941/2021, cen:vs, podpurna-cinnost-souvisejici-s-tvorbou-celostatnich-politik-piratu-brezen-2021, daniel-galuszka/OPRAVA ÚČTU"
24.05.2021,"27 500,00 CZK",Platba převodem uvnitř banky,Česká pirátská strana,"pp#15545 FO 789/2021, cen:vs, najemne-volebni-stab-duben-2021, balliswyl-ii-as/OPRAVA ÚČTU",NA,NA,NA,"pp#15545 FO 789/2021, cen:vs, najemne-volebni-stab-duben-2021, balliswyl-ii-as/OPRAVA ÚČTU"
24.05.2021,"12 100,00 CZK",Platba převodem uvnitř banky,Česká pirátská strana,"pp#15544 FO 788/2021, cen:vs, zaloha-sluzby-k-najemnemu-volebni-stab-duben-2021, balliswyl-ii-as/OPRAVA ÚČTU",NA,NA,NA,"pp#15544 FO 788/2021, cen:vs, zaloha-sluzby-k-najemnemu-volebni-stab-duben-2021, balliswyl-ii-as/OPRAVA ÚČTU"
24.05.2021,"1 000,00 CZK",Platba převodem uvnitř banky,Česká pirátská strana,"pp#15434 FO 688/2021, cen:mo, administrativni-vypomoc-mo-brezen, jitka-pastykova/OPRAVA ÚČTU",NA,NA,NA,"pp#15434 FO 688/2021, cen:mo, administrativni-vypomoc-mo-brezen, jitka-pastykova/OPRAVA ÚČTU"
24.05.2021,"1 000,00 CZK",Platba převodem uvnitř banky,Česká pirátská strana,"pp#15111 FO 388/2021, cen:mo, administrativni-vypomoc-mo-leden, jitka-pastykova/OPRAVA ÚČTU",NA,NA,NA,"pp#15111 FO 388/2021, cen:mo, administrativni-vypomoc-mo-leden, jitka-pastykova/OPRAVA ÚČTU"
24.05.2021,"15 000,00 CZK",Platba převodem uvnitř banky,Česká pirátská strana,"pp#15404 FO 659/2021, cen:vv, koordinace-projektu-senior-holzer, jakub-holzer/OPRAVA ÚČTU",NA,NA,NA,"pp#15404 FO 659/2021, cen:vv, koordinace-projektu-senior-holzer, jakub-holzer/OPRAVA ÚČTU"
24.05.2021,"15 000,00 CZK",Platba převodem uvnitř banky,Česká pirátská strana,"pp#15310 FO 580/2021, cen:vv, koordinace-projektu-senior-chudova, nela-chudova/OPRAVA ÚČTU",NA,NA,NA,"pp#15310 FO 580/2021, cen:vv, koordinace-projektu-senior-chudova, nela-chudova/OPRAVA ÚČTU"
24.05.2021,"2 121,86 CZK",Platba převodem uvnitř banky,Česká pirátská strana,"pp#15119 FO 396/2021, cen:vs, nabytek-office-depot-pro-volebni-stab, office-depot-sro/OPRAVA ÚČTU",NA,NA,NA,"pp#15119 FO 396/2021, cen:vs, nabytek-office-depot-pro-volebni-stab, office-depot-sro/OPRAVA ÚČTU"
24.05.2021,"21 201,00 CZK",Platba převodem uvnitř banky,Česká pirátská strana,"pp#15118 FO 395/2021, cen:vs, nabytek-ikea-pro-volebni-stab, ikea-ceska-republika-sro/OPRAVA ÚČTU",NA,NA,NA,"pp#15118 FO 395/2021, cen:vs, nabytek-ikea-pro-volebni-stab, ikea-ceska-republika-sro/OPRAVA ÚČTU"
24.05.2021,"2 796,00 CZK",Platba převodem uvnitř banky,Česká pirátská strana,"pp#15338 FO 608/2021, cen:vs, kancelarske-vybaveni, alzacz-as/OPRAVA ÚČTU",NA,NA,NA,"pp#15338 FO 608/2021, cen:vs, kancelarske-vybaveni, alzacz-as/OPRAVA ÚČTU"
24.05.2021,"540,00 CZK",Platba převodem uvnitř banky,Česká pirátská strana,"pp#15330 FO 600/2021, pha:p, klice-od-kancelare, oskar-rejchrt/OPRAVA ÚČTU",NA,NA,NA,"pp#15330 FO 600/2021, pha:p, klice-od-kancelare, oskar-rejchrt/OPRAVA ÚČTU"
24.05.2021,"12 100,00 CZK",Platba převodem uvnitř banky,Česká pirátská strana,"pp#15277 FO 548/2021, cen:vs, zaloha-sluzby-k-najemnemu-volebni-stab-brezen-2021, balliswyl-ii-as/OPRAVA ÚČTU",NA,NA,NA,"pp#15277 FO 548/2021, cen:vs, zaloha-sluzby-k-najemnemu-volebni-stab-brezen-2021, balliswyl-ii-as/OPRAVA ÚČTU"
24.05.2021,"27 500,00 CZK",Platba převodem uvnitř banky,Česká pirátská strana,"pp#15275 FO 547/2021, cen:vs, najemne-volebni-stab-brezen-2021, balliswyl-ii-as/OPRAVA ÚČTU",NA,NA,NA,"pp#15275 FO 547/2021, cen:vs, najemne-volebni-stab-brezen-2021, balliswyl-ii-as/OPRAVA ÚČTU"
24.05.2021,"2 000,00 CZK",Platba převodem uvnitř banky,Česká pirátská strana,"pp#15199 FO 474/2021, ulk:p, prednaska-anarchismus-sc-1880-1952, martin-hodek/OPRAVA ÚČTU",NA,NA,NA,"pp#15199 FO 474/2021, ulk:p, prednaska-anarchismus-sc-1880-1952, martin-hodek/OPRAVA ÚČTU"
24.05.2021,"1 000,00 CZK",Platba převodem uvnitř banky,Česká pirátská strana,"pp#15112 FO 389/2021, cen:mo, administrativni-vypomoc-mo-unor, jitka-pastykova/OPRAVA ÚČTU",NA,NA,NA,"pp#15112 FO 389/2021, cen:mo, administrativni-vypomoc-mo-unor, jitka-pastykova/OPRAVA ÚČTU"
24.05.2021,"2 650,00 CZK",Platba převodem uvnitř banky,Česká pirátská strana,"pp#15125 FO 402/2021, cen:vs, dodavka-kopirovaciho-stroje, ph-tonery-sro/OPRAVA ÚČTU",NA,NA,NA,"pp#15125 FO 402/2021, cen:vs, dodavka-kopirovaciho-stroje, ph-tonery-sro/OPRAVA ÚČTU"
24.05.2021,"12 100,00 CZK",Platba převodem uvnitř banky,Česká pirátská strana,"pp#15072 FO 349/2021, cen:vs, zaloha-sluzby-k-najemnemu-volebni-stab-unor-2021, balliswyl-ii-as/OPRAVA ÚČTU",NA,NA,NA,"pp#15072 FO 349/2021, cen:vs, zaloha-sluzby-k-najemnemu-volebni-stab-unor-2021, balliswyl-ii-as/OPRAVA ÚČTU"
24.05.2021,"10 000,00 CZK",Platba převodem uvnitř banky,Česká pirátská strana,"pp#15071 FO 348/2021, cen:vs, najemne-volebni-stab-unor-2021, balliswyl-ii-as/OPRAVA ÚČTU",NA,NA,NA,"pp#15071 FO 348/2021, cen:vs, najemne-volebni-stab-unor-2021, balliswyl-ii-as/OPRAVA ÚČTU"
24.05.2021,"-40 000,00 CZK",Platba převodem uvnitř banky,,"pp#15252 FO 524/2021, ulk:p, proplaceni-medialni-manazer-pro-usk-202102, vratislavfilipek/OPRAVA ÚČTU",NA,NA,NA,"pp#15252 FO 524/2021, ulk:p, proplaceni-medialni-manazer-pro-usk-202102, vratislavfilipek/OPRAVA ÚČTU"
24.05.2021,"-40 000,00 CZK",Platba převodem uvnitř banky,,"pp#15649 FO 900/2021, ulk:p, proplaceni-medialni-manazer-pro-usk-202103, vratislavfilipek/OPRAVA ÚČTU",NA,NA,NA,"pp#15649 FO 900/2021, ulk:p, proplaceni-medialni-manazer-pro-usk-202103, vratislavfilipek/OPRAVA ÚČTU"
24.05.2021,"-40 000,00 CZK",Platba převodem uvnitř banky,,"pp#15882 FO 1245/2021, ulk:p, proplaceni-medialni-manazer-pro-usk-202104, vratislavfilipek/OPRAVA ÚČTU",NA,NA,NA,"pp#15882 FO 1245/2021, ulk:p, proplaceni-medialni-manazer-pro-usk-202104, vratislavfilipek/OPRAVA ÚČTU"
24.05.2021,"-2 250,00 CZK",Platba převodem uvnitř banky,,"pp#15773 FO 1008/2021, stc:p, prispevky-na-web-a-socialni-site-editorske-a-korektorske-prace, sona-brunnerova/OPRAVA ÚČTU",NA,NA,NA,"pp#15773 FO 1008/2021, stc:p, prispevky-na-web-a-socialni-site-editorske-a-korektorske-prace, sona-brunnerova/OPRAVA ÚČTU"
24.05.2021,"-3 000,00 CZK",Karetní transakce,,"Nákup: FACEBK *9D7KB4XUJ2,  Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 23.5.2021, částka  3000.00 CZK",NA,8267,NA,"Nákup: FACEBK *9D7KB4XUJ2,  Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 23.5.2021, částka  3000.00 CZK"
24.05.2021,"-139,30 CZK",Karetní transakce,,"Nákup: FACEBK *87PYB4BLX2,  Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 23.5.2021, částka  139.30 CZK",NA,6835,NA,"Nákup: FACEBK *87PYB4BLX2,  Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 23.5.2021, částka  139.30 CZK"
24.05.2021,"-47 142,00 CZK",Bezhotovostní platba,,"pp#16224 FO 1440/2021, cen:vs, bilboard-olomouc-92021, famedia-group-sro",308,21005,42021,"pp#16224 FO 1440/2021, cen:vs, bilboard-olomouc-92021, famedia-group-sro"
24.05.2021,"-1 646,82 CZK",Bezhotovostní platba,,"pp#16223 FO 1439/2021, cen:mo, zakoupeni-hry-pro-stream-pronajem-stativu-a-green-screen, jakub-suva",NA,20210508,42021,"pp#16223 FO 1439/2021, cen:mo, zakoupeni-hry-pro-stream-pronajem-stativu-a-green-screen, jakub-suva"
24.05.2021,"-5 000,00 CZK",Bezhotovostní platba,,"pp#16205 FO 1422/2021, cen:mo, proplaceni-sprava-twitteroveho-uctu-202104, ondrejtuma",NA,20210010,NA,"pp#16205 FO 1422/2021, cen:mo, proplaceni-sprava-twitteroveho-uctu-202104, ondrejtuma"
24.05.2021,"-5 000,00 CZK",Karetní transakce,,"Nákup: SEZNAM.CZ,  ul.Radlicka 3294/10, Praha 5 - Smi, 150 00, CZE, dne 22.5.2021, částka  5000.00 CZK",NA,8267,NA,"Nákup: SEZNAM.CZ,  ul.Radlicka 3294/10, Praha 5 - Smi, 150 00, CZE, dne 22.5.2021, částka  5000.00 CZK"
24.05.2021,"-24 200,00 CZK",Bezhotovostní platba,,"pp#16212 FO 1429/2021, cen:vs, projektove-rizeni-pripravy-koalicniho-webu, matej-hejtmanek",NA,2021005,42021,"pp#16212 FO 1429/2021, cen:vs, projektove-rizeni-pripravy-koalicniho-webu, matej-hejtmanek"
24.05.2021,"-1 694,00 CZK",Bezhotovostní platba,,"pp#16210 FO 1427/2021, cen:vs, konsolidace-programoveho-webu, lucie-vadkerti",NA,22021,42021,"pp#16210 FO 1427/2021, cen:vs, konsolidace-programoveho-webu, lucie-vadkerti"
