baseInfo.accountBalance,baseInfo.paymentTypeId,baseInfo.accountingOrder,baseInfo.idTran,baseInfo.idZp,baseInfo.accountingTypeId,baseInfo.accountingTypeCode,baseInfo.ccTypeCode,baseInfo.bankReference,baseInfo.transactionTypeCode,baseInfo.transactionDescription,baseInfo.transactionNote,baseInfo.typeOfBreakdownCode,baseInfo.transactionGroupCode,baseInfo.generalTextList,baseInfo.accountAmountData.amount,baseInfo.accountAmountData.currencyCode,baseInfo.accountingDate.dayOfYear,baseInfo.accountingDate.dayOfWeek,baseInfo.accountingDate.month,baseInfo.accountingDate.dayOfMonth,baseInfo.accountingDate.year,baseInfo.accountingDate.monthValue,baseInfo.accountingDate.nano,baseInfo.accountingDate.hour,baseInfo.accountingDate.minute,baseInfo.accountingDate.second,baseInfo.accountingDate.chronology.calendarType,baseInfo.accountingDate.chronology.id,transactionTypeChoice.crossborderPayment,transactionTypeChoice.sepaCreditTransfer,transactionTypeChoice.tbca,transactionTypeChoice.fee,transactionTypeChoice.externalAccountTransaction,transactionTypeChoice.otherTransaction,transactionTypeChoice.domesticPayment.paymentAmountData,transactionTypeChoice.domesticPayment.exchangeRate,transactionTypeChoice.domesticPayment.partyName,transactionTypeChoice.domesticPayment.batchName,transactionTypeChoice.domesticPayment.transactionSystemComment,transactionTypeChoice.domesticPayment.debitingDate.dayOfYear,transactionTypeChoice.domesticPayment.debitingDate.dayOfWeek,transactionTypeChoice.domesticPayment.debitingDate.month,transactionTypeChoice.domesticPayment.debitingDate.dayOfMonth,transactionTypeChoice.domesticPayment.debitingDate.year,transactionTypeChoice.domesticPayment.debitingDate.monthValue,transactionTypeChoice.domesticPayment.debitingDate.nano,transactionTypeChoice.domesticPayment.debitingDate.hour,transactionTypeChoice.domesticPayment.debitingDate.minute,transactionTypeChoice.domesticPayment.debitingDate.second,transactionTypeChoice.domesticPayment.debitingDate.chronology.calendarType,transactionTypeChoice.domesticPayment.debitingDate.chronology.id,transactionTypeChoice.domesticPayment.partyAccount.internalAccount,transactionTypeChoice.domesticPayment.partyAccount.foreignAccount,transactionTypeChoice.domesticPayment.partyAccount.domesticAccount.accountNumber,transactionTypeChoice.domesticPayment.partyAccount.domesticAccount.bankCode,transactionTypeChoice.domesticPayment.symbols.variableSymbol,transactionTypeChoice.domesticPayment.symbols.specificSymbol,transactionTypeChoice.domesticPayment.symbols.constantSymbol,transactionTypeChoice.domesticPayment.message.message1,transactionTypeChoice.domesticPayment.message.message2,transactionTypeChoice.domesticPayment.message.message3,transactionTypeChoice.domesticPayment.message.message4
15737540.41,1,,CB0GHU8361,9587506982,3,D,11,202108060161490D,10,Odchozí úhrada,,,T,,-5440,CZK,218,FRIDAY,AUGUST,6,2021,8,0,0,0,0,iso8601,ISO,,,,,,,,,BEL 55 s.r.o.,,,,,,,,,,,,,,,,,2800407078,2010,2021047,,0000,volby PČR - výlep,,,
15742980.41,1,,CB0GHU8365,9587506980,3,D,11,202108060161481D,10,Odchozí úhrada,,,T,,-8349,CZK,218,FRIDAY,AUGUST,6,2021,8,0,0,0,0,iso8601,ISO,,,,,,,,,"BigMedia, spol. s r.o.",,,,,,,,,,,,,,,,,2111258839,2700,310210061,,0000,volby PČR - pronájem panelů,,,
15751329.41,1,,CB0GHU8364,9587506978,3,D,11,202108060161495D,10,Odchozí úhrada,,,T,,-10250,CZK,218,FRIDAY,AUGUST,6,2021,8,0,0,0,0,iso8601,ISO,,,,,,,,,Václav Špíral,,,,,,,,,,,,,,,,,6701002200860390,6210,2021019,,0000,volby PČR - grafické práce,,,
15761579.41,1,,CB0GHU8362,9587506975,3,D,11,202108060161491D,10,Odchozí úhrada,,,T,,-11495,CZK,218,FRIDAY,AUGUST,6,2021,8,0,0,0,0,iso8601,ISO,,,,,,,,,Karel Bartůněk,,,,,,,,,,,,,,,,,4059921339,0800,12020053,,0000,volby PČR - prop.předměty,,,
15773074.41,1,,CB0GHU8366,9587506974,3,D,11,202108060161502D,10,Odchozí úhrada,,,T,,-37600,CZK,218,FRIDAY,AUGUST,6,2021,8,0,0,0,0,iso8601,ISO,,,,,,,,,"FUTURA, a.s.",,,,,,,,,,,,,,,,,1921614319,0800,2021110229,,0000,volby PČR - plakáty,,,
15810674.41,1,,CB0GHU8372,9587506972,3,D,11,202108060161498D,10,Odchozí úhrada,,,T,,-47700,CZK,218,FRIDAY,AUGUST,6,2021,8,0,0,0,0,iso8601,ISO,,,,,,,,,Václav Špíral,,,,,,,,,,,,,,,,,6701002200860390,6210,2021020,,0000,volby PČR - grafické práce,,,
15858374.41,1,,CB0GHU8367,9587506970,3,D,11,202108060161500D,10,Odchozí úhrada,,,T,,-48210,CZK,218,FRIDAY,AUGUST,6,2021,8,0,0,0,0,iso8601,ISO,,,,,,,,,"FUTURA, a.s.",,,,,,,,,,,,,,,,,1921614319,0800,2021110228,,0000,volby PČR - bannery,,,
15906584.41,1,,CB0GHU8368,9587506968,3,D,11,202108060161503D,10,Odchozí úhrada,,,T,,-1e+05,CZK,218,FRIDAY,AUGUST,6,2021,8,0,0,0,0,iso8601,ISO,,,,,,,,,"FUTURA, a.s.",,,,,,,,,,,,,,,,,1921614319,0800,2021110226,,0000,volby PČR - zpracování spotů,,,
16006584.41,1,,CB0GHU8369,9587506967,3,D,11,202108060161506D,10,Odchozí úhrada,,,T,,-155000,CZK,218,FRIDAY,AUGUST,6,2021,8,0,0,0,0,iso8601,ISO,,,,,,,,,"FUTURA, a.s.",,,,,,,,,,,,,,,,,1921614319,0800,2021110225,,0000,volby PČR - grafika bannerů,,,
16161584.41,1,,CB0GHU8370,9587506966,3,D,11,202108060161480D,10,Odchozí úhrada,,,T,,-375000,CZK,218,FRIDAY,AUGUST,6,2021,8,0,0,0,0,iso8601,ISO,,,,,,,,,"FUTURA, a.s.",,,,,,,,,,,,,,,,,1921614319,0800,2021110227,,0000,volby PČR - bannery,,,
16592616.41,1,,CB0GFW1923,9580564091,3,D,11,202108030179514D,10,Odchozí úhrada,,,T,,-54450,CZK,215,TUESDAY,AUGUST,3,2021,8,0,0,0,0,iso8601,ISO,,,,,,,,,Mgr. Ivan Fojt,,,,,,,,,,,,,,,,,433921650247,0100,552021,,0000,volby PČR - zhotovení skládačk,y,,
16647066.41,,,,9580472805,3,C,11,202108030165139C,11,Příchozí úhrada,,,T,,10000,CZK,215,TUESDAY,AUGUST,3,2021,8,0,0,0,0,iso8601,ISO,,,,,,,,,KOMUNISTIC.STR.CECH,,,,,,,,,,,,,,,,,298730400,0300,36104,,,převod od OV Třebíč,,,
16536584.41,1,,CB0GFW1926,9580564096,3,D,11,202108030179509D,10,Odchozí úhrada,,,T,,-847,CZK,215,TUESDAY,AUGUST,3,2021,8,0,0,0,0,iso8601,ISO,,,,,,,,,Mgr. Ivan Fojt,,,,,,,,,,,,,,,,,433921650247,0100,532021,,0000,volby PČR - tisk letáků,,,
16537431.41,1,,CB0GFW1922,9580564095,3,D,11,202108030179508D,10,Odchozí úhrada,,,T,,-2880,CZK,215,TUESDAY,AUGUST,3,2021,8,0,0,0,0,iso8601,ISO,,,,,,,,,PhDr. Miroslava Vohralíková,,,,,,,,,,,,,,,,,2319256023,0800,20217022,,0000,chybná platba,,,
16540311.41,1,,CB0GFW1924,9580564094,3,D,11,202108030179511D,10,Odchozí úhrada,,,T,,-4235,CZK,215,TUESDAY,AUGUST,3,2021,8,0,0,0,0,iso8601,ISO,,,,,,,,,Mgr. Ivan Fojt,,,,,,,,,,,,,,,,,433921650247,0100,522021,,0000,volby PČR - tisk letáků,,,
16544546.41,1,,CB0GFW1921,9580564093,3,D,11,202108030179506D,10,Odchozí úhrada,,,T,,-15400,CZK,215,TUESDAY,AUGUST,3,2021,8,0,0,0,0,iso8601,ISO,,,,,,,,,PINTOVKA s.r.o.,,,,,,,,,,,,,,,,,4187931339,0800,210100031,,0000,volby PČR - občerstvení,,,
16559946.41,1,,CB0GFW1925,9580564092,3,D,11,202108030179512D,10,Odchozí úhrada,,,T,,-32670,CZK,215,TUESDAY,AUGUST,3,2021,8,0,0,0,0,iso8601,ISO,,,,,,,,,Mgr. Ivan Fojt,,,,,,,,,,,,,,,,,433921650247,0100,542021,,0000,"volby PČR - letáky,plakáty",,,
16655295.41,1,,CB0GF46761,9576975225,3,D,11,202108020251862D,10,Odchozí úhrada,,,T,,-31460,CZK,214,MONDAY,AUGUST,2,2021,8,0,0,0,0,iso8601,ISO,,,,,,,,,LV Print s.r.o.,,,,,,,,,,,,,,,,,291158157,0300,21268,,0000,volby PČR - leták,,,
16681627.41,,,,9575672268,3,C,11,202108020016319C,11,Příchozí úhrada,,,T,,5687,CZK,214,MONDAY,AUGUST,2,2021,8,0,0,0,0,iso8601,ISO,,,,,,,,,OKRESNÍ VÝBOR KOMUNI,,,213,SUNDAY,AUGUST,1,2021,8,0,0,0,0,iso8601,ISO,,,737221,0100,0000032112,"",0000,PŘEVOD OD OV KSČM RAKOVNÍK TÚ fa. 0,50/2021,,
16675940.41,,,,9575672267,3,C,11,202108020016320C,11,Příchozí úhrada,,,T,,5082,CZK,214,MONDAY,AUGUST,2,2021,8,0,0,0,0,iso8601,ISO,,,,,,,,,OKRESNÍ VÝBOR KOMUNI,,,213,SUNDAY,AUGUST,1,2021,8,0,0,0,0,iso8601,ISO,,,737221,0100,0000032112,"",0000,TÚPŘEVOD OD OV KSČM RAKOVNÍK FA: 05,1/2021,,
16686755.41,,,,9576571937,3,C,11,202108020135156C,11,Příchozí úhrada,,,T,,5128,CZK,214,MONDAY,AUGUST,2,2021,8,0,0,0,0,iso8601,ISO,,,,,,,,,KOMUNISTICKÁ STRANA,,,214,MONDAY,AUGUST,2,2021,8,0,0,0,0,iso8601,ISO,,,2136331,0100,0000034101,0010121956,0000,Převod od OV KSČM Cheb,,,
16637066.41,1,,CB0GF46758,9576975231,3,D,11,202108020251857D,10,Odchozí úhrada,,,T,,-342,CZK,214,MONDAY,AUGUST,2,2021,8,0,0,0,0,iso8601,ISO,,,,,,,,,Tisk Sarpet s.r.o.,,,,,,,,,,,,,,,,,2802010226,2010,113314556,,0000,volby PČR - plachty,,,
16637408.41,1,,CB0GF46764,9576975230,3,D,11,202108020251858D,10,Odchozí úhrada,,,T,,-990,CZK,214,MONDAY,AUGUST,2,2021,8,0,0,0,0,iso8601,ISO,,,,,,,,,Městské kulturní středisko Fra,,,,,,,,,,,,,,,,,3737331,0100,152021,,0000,volby PČR - výlep,,,
16638398.41,1,,CB0GF46759,9576975229,3,D,11,202108020251856D,10,Odchozí úhrada,,,T,,-1000,CZK,214,MONDAY,AUGUST,2,2021,8,0,0,0,0,iso8601,ISO,,,,,,,,,,,,,,,,,,,,,,,,,,5250305002,5500,261,,0000,Chlup Jaroslav - chybné číslo,účtu,,
16639398.41,1,,CB0GF46762,9576975228,3,D,11,202108020251860D,10,Odchozí úhrada,,,T,,-5082,CZK,214,MONDAY,AUGUST,2,2021,8,0,0,0,0,iso8601,ISO,,,,,,,,,Mgr. Ivan Fojt,,,,,,,,,,,,,,,,,433921650247,0100,522021,,0000,volby PČR - tisk letáků,,,
16644480.41,1,,CB0GF46763,9576975227,3,D,11,202108020251861D,10,Odchozí úhrada,,,T,,-5128,CZK,214,MONDAY,AUGUST,2,2021,8,0,0,0,0,iso8601,ISO,,,,,,,,,"RENGL, s.r.o.",,,,,,,,,,,,,,,,,3936597389,0800,10121956,,0000,volby PČR - výlep,,,
16649608.41,1,,CB0GF46760,9576975226,3,D,11,202108020251859D,10,Odchozí úhrada,,,T,,-5687,CZK,214,MONDAY,AUGUST,2,2021,8,0,0,0,0,iso8601,ISO,,,,,,,,,Mgr. Ivan Fojt,,,,,,,,,,,,,,,,,433921650247,0100,502021,,0000,volby PČR - tisk plakátů,,,
16670858.41,,,,9564022883,3,C,11,202107270159416C,11,Příchozí úhrada,,,T,,15400,CZK,208,TUESDAY,JULY,27,2021,7,0,0,0,0,iso8601,ISO,,,,,,,,,KSCM,,,,,,,,,,,,,,,,,195520355,0300,33107,,0308,Převod od OV KSČM Tábor,,,
16655458.41,1,,CB0GCV0032,9563753313,3,D,11,202107270114282D,10,Odchozí úhrada,,,T,,-3025,CZK,208,TUESDAY,JULY,27,2021,7,0,0,0,0,iso8601,ISO,,,,,,,,,VLTAVA LABE MEDIA a.s.,,,,,,,,,,,,,,,,,1033041444,5500,2117009622,,0000,volby PČR - inzerce,,,
16658483.41,,,,9563713354,3,C,11,202107270106030C,11,Příchozí úhrada,,,T,,990,CZK,208,TUESDAY,JULY,27,2021,7,0,0,0,0,iso8601,ISO,,,,,,,,,KOMUNISTICKÁ STRANA,,,208,TUESDAY,JULY,27,2021,7,0,0,0,0,iso8601,ISO,,,2136331,0100,0000034101,0000022521,0308,převod od OV KSČM Cheb,,,
16657493.41,1,,CB0GCT5830,9563696969,3,D,11,202107270105268D,10,Odchozí úhrada,,,T,,-80,CZK,208,TUESDAY,JULY,27,2021,7,0,0,0,0,iso8601,ISO,,,,,,,,,PhDr. Miroslava Vohralíková,,,,,,,,,,,,,,,,,2319256023,0800,20217018,,0000,volby PČR - expedice Krajánek,,,
16657573.41,1,,CB0GCT5831,9563696968,3,D,11,202107270105267D,10,Odchozí úhrada,,,T,,-2420,CZK,208,TUESDAY,JULY,27,2021,7,0,0,0,0,iso8601,ISO,,,,,,,,,VLTAVA LABE MEDIA a.s.,,,,,,,,,,,,,,,,,1033041444,5500,2117010527,,0000,volby PČR - inzerce,,,
16746729.81,,,,9559905647,3,C,11,202107260159136C,11,Příchozí úhrada,,,T,,30000,CZK,207,MONDAY,JULY,26,2021,7,0,0,0,0,iso8601,ISO,,,,,,,,,OV KSČM Ml.Boleslav,,,,,,,,,,,,,,,,,298855326,0300,32107,,,převod od OV KSČM Mladá Boleslav,,,
16659085.91,1,,CB0GCG2409,9560386110,3,D,11,202107260273963D,10,Odchozí úhrada,,,T,,-907.5,CZK,207,MONDAY,JULY,26,2021,7,0,0,0,0,iso8601,ISO,,,,,,,,,INPRESS a.s.,,,,,,,,,,,,,,,,,252061168,0300,1052172,,0000,volby PČR - plakát,,,
16659993.41,1,,CB0GCG2410,9560386109,3,D,11,202107260273962D,10,Odchozí úhrada,,,T,,-23958,CZK,207,MONDAY,JULY,26,2021,7,0,0,0,0,iso8601,ISO,,,,,,,,,AREA PRINT,,,,,,,,,,,,,,,,,212346900,0300,2118215,,0000,volby PČR - kalendář,,,
16683951.41,1,,CB0GCG2412,9560386108,3,D,11,202107260273965D,10,Odchozí úhrada,,,T,,-29330.4,CZK,207,MONDAY,JULY,26,2021,7,0,0,0,0,iso8601,ISO,,,,,,,,,VLTAVA LABE MEDIA a.s.,,,,,,,,,,,,,,,,,1033041444,5500,2117014402,,0000,volby PČR - inzerce,,,
16713281.81,1,,CB0GCG2411,9560386107,3,D,11,202107260273966D,10,Odchozí úhrada,,,T,,-34848,CZK,207,MONDAY,JULY,26,2021,7,0,0,0,0,iso8601,ISO,,,,,,,,,Šárka Klučková,,,,,,,,,,,,,,,,,1643667399,0800,82021,,0000,volby PČR - prop.předměty,,,
16748129.81,,,,9560073712,3,C,11,202107260211575C,11,Příchozí úhrada,,,T,,1400,CZK,207,MONDAY,JULY,26,2021,7,0,0,0,0,iso8601,ISO,,,,,,,,,KOMUNISTIC.STR.CECH,,,,,,,,,,,,,,,,,297344049,0300,35202,,,převod od OV KSČM Jičín,,,
16716729.81,,,,9558996741,3,C,11,202107260018917C,11,Příchozí úhrada,,,T,,23958,CZK,207,MONDAY,JULY,26,2021,7,0,0,0,0,iso8601,ISO,,,,,,,,,KOMUNISTICKÁ STRANA,,,206,SUNDAY,JULY,25,2021,7,0,0,0,0,iso8601,ISO,,,2035311,0100,0000033203,"",0000,,,,
16659993.41,,,,9562941663,3,C,11,202107260296680C,11,Příchozí úhrada,,,T,,907.5,CZK,207,MONDAY,JULY,26,2021,7,0,0,0,0,iso8601,ISO,,,,,,,,,KOMUNISTIC.STR.CECH,,,,,,,,,,,,,,,,,298971749,0300,33100,,,"Převod od Jč KV KSČM, parl volby",,,
16770643.81,1,,CB0GBR9588,9556894660,3,D,11,202107230169084D,10,Odchozí úhrada,,,T,,-66000,CZK,204,FRIDAY,JULY,23,2021,7,0,0,0,0,iso8601,ISO,,,,,,,,,PhDr. Miroslava Vohralíková,,,,,,,,,,,,,,,,,2319256023,0800,20217023,,0000,"volby PČR - letáky,plakáty",,,
16836643.81,49,,CB002CNSYO,9556401055,39,C,02,202107235002166C,1,Okamžitá úhrada,,,T,,1210,CZK,204,FRIDAY,JULY,23,2021,7,0,0,0,0,iso8601,ISO,,,,,,,,,KSCM,,,,,,,,,,,,,,,,,195520355,0300,33107,,308,Převod od OV KSČM Tábor,,,
16692771.81,1,,CB0GBR9586,9556894669,3,D,11,202107230169088D,10,Odchozí úhrada,,,T,,-365,CZK,204,FRIDAY,JULY,23,2021,7,0,0,0,0,iso8601,ISO,,,,,,,,,PhDr. Miroslava Vohralíková,,,,,,,,,,,,,,,,,2319256023,0800,20217021,,0000,"volby PČR - expedice Krajánek,",poštovné,,
16693136.81,1,,CB0GBR9584,9556894667,3,D,11,202107230169083D,10,Odchozí úhrada,,,T,,-1210,CZK,204,FRIDAY,JULY,23,2021,7,0,0,0,0,iso8601,ISO,,,,,,,,,"RENGL, s.r.o.",,,,,,,,,,,,,,,,,3936597389,0800,1022577,,0000,volby PČR - výlep,,,
16694346.81,1,,CB0GBR9587,9556894665,3,D,11,202107230169086D,10,Odchozí úhrada,,,T,,-2180,CZK,204,FRIDAY,JULY,23,2021,7,0,0,0,0,iso8601,ISO,,,,,,,,,PhDr. Miroslava Vohralíková,,,,,,,,,,,,,,,,,2319256023,0800,20217019,,0000,"volby PČR - expedice Krajánek,",vizitky,,
16696526.81,1,,CB0GBR9583,9556894664,3,D,11,202107230169123D,10,Odchozí úhrada,,,T,,-10200,CZK,204,FRIDAY,JULY,23,2021,7,0,0,0,0,iso8601,ISO,,,,,,,,,PhDr. Miroslava Vohralíková,,,,,,,,,,,,,,,,,2319256023,0800,20217016,,0000,volby PČR - propagace kandidát,ů,,
16706726.81,1,,CB0GBR9585,9556894662,3,D,11,202107230169085D,10,Odchozí úhrada,,,T,,-63917,CZK,204,FRIDAY,JULY,23,2021,7,0,0,0,0,iso8601,ISO,,,,,,,,,"MAFRA, a.s.",,,,,,,,,,,,,,,,,1218942011,0100,2321004823,,0000,volby PČR - inzerce,,,
16845088.81,1,,CB0GB22927,9554503916,3,D,11,202107220126909D,10,Odchozí úhrada,,,T,,-9559,CZK,203,THURSDAY,JULY,22,2021,7,0,0,0,0,iso8601,ISO,,,,,,,,,MOBILBOARD s.r.o.,,,,,,,,,,,,,,,,,197196050,0300,212900036,,0000,volby PČR - polepy MHD,,,
16835433.81,1,,CB0GB22929,9554503918,3,D,11,202107220126911D,10,Odchozí úhrada,,,T,,-3000,CZK,203,THURSDAY,JULY,22,2021,7,0,0,0,0,iso8601,ISO,,,,,,,,,SH ČMS - Sbor dobrovolných has,,,,,,,,,,,,,,,,,158882429,0300,202101,,0000,volby PČR - pronájem areálu,,,
16838433.81,1,,CB0GB22928,9554503917,3,D,11,202107220126913D,10,Odchozí úhrada,,,T,,-6655,CZK,203,THURSDAY,JULY,22,2021,7,0,0,0,0,iso8601,ISO,,,,,,,,,"RAILREKLAM, spol. s r.o.",,,,,,,,,,,,,,,,,1387406850,2700,2100074,,0000,volby PČR - instalace plakátů,,,
17043846.81,1,,CB0GAH0946,9552099535,3,D,11,202107210146127D,10,Odchozí úhrada,,,T,,-156000,CZK,202,WEDNESDAY,JULY,21,2021,7,0,0,0,0,iso8601,ISO,,,,,,,,,"FUTURA, a.s.",,,,,,,,,,,,,,,,,1921614319,0800,2021110217,,0000,volby PČR - banery,,,
16854647.81,49,,CS20210721AJAZ027Y,9553453609,39,C,02,202107215021788C,1,Okamžitá úhrada,,,T,,2880,CZK,202,WEDNESDAY,JULY,21,2021,7,0,0,0,0,iso8601,ISO,,,,,,,,,Česká spořitelna,,,,,,,,,,,,,,,,,2319256023,0800,20217022,,308,vrácení mylné platby,,,
17199846.81,,,,9551792522,3,C,11,202107210077182C,11,Příchozí úhrada,,,T,,987,CZK,202,WEDNESDAY,JULY,21,2021,7,0,0,0,0,iso8601,ISO,,,,,,,,,OKRESNÍ VÝBOR KSČM,,,202,WEDNESDAY,JULY,21,2021,7,0,0,0,0,iso8601,ISO,,,2237511,0100,0000035201,"",0558,převod od OV KSČM Hradec Králové,,,
16851767.81,1,,CB0GAH0947,9552099542,3,D,11,202107210146129D,10,Odchozí úhrada,,,T,,-595,CZK,202,WEDNESDAY,JULY,21,2021,7,0,0,0,0,iso8601,ISO,,,,,,,,,"RENGL, s.r.o.",,,,,,,,,,,,,,,,,3936597389,0800,1022579,,0000,volby PČR - výlep,,,
16852362.81,1,,CB0GAH0941,9552099541,3,D,11,202107210146120D,10,Odchozí úhrada,,,T,,-595,CZK,202,WEDNESDAY,JULY,21,2021,7,0,0,0,0,iso8601,ISO,,,,,,,,,"RENGL, s.r.o.",,,,,,,,,,,,,,,,,3936597389,0800,1022576,,0000,volby PČR - výlep,,,
16852957.81,1,,CB0GAH0943,9552099540,3,D,11,202107210146131D,10,Odchozí úhrada,,,T,,-987,CZK,202,WEDNESDAY,JULY,21,2021,7,0,0,0,0,iso8601,ISO,,,,,,,,,PhDr. Miroslava Vohralíková,,,,,,,,,,,,,,,,,2319256023,0800,20217020,,0000,"volby PČR - expedice Krajánek,","poštovné,vizitky",,
16853944.81,1,,CB0GAH0942,9552099539,3,D,11,202107210146122D,10,Odchozí úhrada,,,T,,-3051,CZK,202,WEDNESDAY,JULY,21,2021,7,0,0,0,0,iso8601,ISO,,,,,,,,,"RENGL, s.r.o.",,,,,,,,,,,,,,,,,3936597389,0800,1022575,,0000,volby PČR - výlep,,,
16856995.81,1,,CB0GAH0944,9552099538,3,D,11,202107210146130D,10,Odchozí úhrada,,,T,,-3349,CZK,202,WEDNESDAY,JULY,21,2021,7,0,0,0,0,iso8601,ISO,,,,,,,,,"RENGL, s.r.o.",,,,,,,,,,,,,,,,,3936597389,0800,1022578,,0000,volby PČR - výlep,,,
16860344.81,1,,CB0GAH0945,9552099537,3,D,11,202107210146126D,10,Odchozí úhrada,,,T,,-55000,CZK,202,WEDNESDAY,JULY,21,2021,7,0,0,0,0,iso8601,ISO,,,,,,,,,"FUTURA, a.s.",,,,,,,,,,,,,,,,,1921614319,0800,2021110218,,0000,volby PČR - doprava propagační,ch předmětů,,
16915344.81,1,,CB0GAH0948,9552099536,3,D,11,202107210146125D,10,Odchozí úhrada,,,T,,-128502,CZK,202,WEDNESDAY,JULY,21,2021,7,0,0,0,0,iso8601,ISO,,,,,,,,,MOBILBOARD s.r.o.,,,,,,,,,,,,,,,,,197196050,0300,212900057,,0000,"volby PČR - city board,produkc",e,,
17211603.81,1,,CB0G9Z9934,9549152394,3,D,11,202107200226284D,10,Odchozí úhrada,,,T,,-5000,CZK,201,TUESDAY,JULY,20,2021,7,0,0,0,0,iso8601,ISO,,,,,,,,,Josef Hanák,,,,,,,,,,,,,,,,,4413072043,0800,202103,,0000,volby PČR - ozvučení,,,
17198859.81,1,,CB0G9Z9938,9549152400,3,D,11,202107200226289D,10,Odchozí úhrada,,,T,,-504,CZK,201,TUESDAY,JULY,20,2021,7,0,0,0,0,iso8601,ISO,,,,,,,,,Správa města Sezimovo Ústí,,,,,,,,,,,,,,,,,1078945050257,0100,210600,,0000,volby PČR - výlep,,,
17199363.81,1,,CB0G9Z9940,9549152399,3,D,11,202107200226288D,10,Odchozí úhrada,,,T,,-806,CZK,201,TUESDAY,JULY,20,2021,7,0,0,0,0,iso8601,ISO,,,,,,,,,"RENGL, s.r.o.",,,,,,,,,,,,,,,,,3936597389,0800,10121487,,0000,volby PČR - výlep,,,
17200169.81,1,,CB0G9Z9935,9549152398,3,D,11,202107200226287D,10,Odchozí úhrada,,,T,,-2529,CZK,201,TUESDAY,JULY,20,2021,7,0,0,0,0,iso8601,ISO,,,,,,,,,"RUDI, a.s.",,,,,,,,,,,,,,,,,194967796,0300,20210871,,0000,volby PČR - tisk plakátů,,,
17202698.81,1,,CB0G9Z9939,9549152397,3,D,11,202107200226292D,10,Odchozí úhrada,,,T,,-2880,CZK,201,TUESDAY,JULY,20,2021,7,0,0,0,0,iso8601,ISO,,,,,,,,,PhDr. Miroslava Vohralíková,,,,,,,,,,,,,,,,,2319256023,0800,20217017,,0000,"volby PČR - vizitky,expedice K",rajánek,,
17205578.81,1,,CB0G9Z9936,9549152396,3,D,11,202107200226290D,10,Odchozí úhrada,,,T,,-3000,CZK,201,TUESDAY,JULY,20,2021,7,0,0,0,0,iso8601,ISO,,,,,,,,,Markéta Němečková,,,,,,,,,,,,,,,,,2114847719,2700,3,,0000,volby PČR - zapůjčení skákacíh,o hradu,,
17208578.81,1,,CB0G9Z9937,9549152395,3,D,11,202107200226291D,10,Odchozí úhrada,,,T,,-3025,CZK,201,TUESDAY,JULY,20,2021,7,0,0,0,0,iso8601,ISO,,,,,,,,,Milan Drahoňovský,,,,,,,,,,,,,,,,,411649461,0100,2021013,,0000,volby PČR - fotografování,,,
17228625.91,1,,CB0G952654,9544577493,3,D,11,202107190269495D,10,Odchozí úhrada,,,T,,-21800,CZK,200,MONDAY,JULY,19,2021,7,0,0,0,0,iso8601,ISO,,,,,,,,,Eva Matějková,,,,,,,,,,,,,,,,,2401049605,2010,19910615,,0000,volby PČR - ozvučovací zařízen,í,,
17250425.91,,,,9543747974,3,C,11,202107190104085C,11,Příchozí úhrada,,,T,,10000,CZK,200,MONDAY,JULY,19,2021,7,0,0,0,0,iso8601,ISO,,,,,,,,,OKRESNÍ VÝBOR KSČM,,,200,MONDAY,JULY,19,2021,7,0,0,0,0,iso8601,ISO,,,430131,0100,0000032102,"",0000,Převod od OV KSČM  Beroun,,,
17216603.81,1,,CB0G952653,9544577501,3,D,11,202107190269496D,10,Odchozí úhrada,,,T,,-432,CZK,200,MONDAY,JULY,19,2021,7,0,0,0,0,iso8601,ISO,,,,,,,,,,,,,,,,,,,,,,,,,,195520355,0300,210457,,0000,OV Tábor - vratka duplicitní p,latby Správa města Sezimovo Ú,,
17217035.81,1,,CB0G952652,9544577500,3,D,11,202107190269494D,10,Odchozí úhrada,,,T,,-432,CZK,200,MONDAY,JULY,19,2021,7,0,0,0,0,iso8601,ISO,,,,,,,,,,,,,,,,,,,,,,,,,,195520355,0300,210385,,0000,OV Tábor - vratka duplicitní p,latby Správa města Sezimovo Ú,,
17217467.81,1,,CB0G952651,9544577498,3,D,11,202107190269493D,10,Odchozí úhrada,,,T,,-432,CZK,200,MONDAY,JULY,19,2021,7,0,0,0,0,iso8601,ISO,,,,,,,,,,,,,,,,,,,,,,,,,,195520355,0300,210440,,0000,OV Tábor - vratka duplicitní p,latby Správa města Sezimovo Ú,,
17217899.81,1,,CB0G952658,9544577497,3,D,11,202107190269497D,10,Odchozí úhrada,,,T,,-792,CZK,200,MONDAY,JULY,19,2021,7,0,0,0,0,iso8601,ISO,,,,,,,,,,,,,,,,,,,,,,,,,,195520355,0300,210441,,0000,OV Tábor - vratka duplicitní p,latby Správa města Sezimovo Ú,,
17218691.81,1,,CB0G952655,9544577496,3,D,11,202107190269492D,10,Odchozí úhrada,,,T,,-1010.59,CZK,200,MONDAY,JULY,19,2021,7,0,0,0,0,iso8601,ISO,,,,,,,,,,,,,,,,,,,,,,,,,,195520355,0300,211300732,,0000,OV Tábor - vratka duplicitní p,latby WIP Reklama,,
