datum,castka,typ,nazev_protiuctu,zprava_pro_prijemce,ks,vs,ss,poznamka
20.04.2021,"-150 000,00 CZK",Bezhotovostní platba,,,308,202104,1114,"1114-Michal Kupilík, grafický manuál"
20.04.2021,"200 000,00 CZK",Platba převodem uvnitř banky,Občanská demokratická strana,1114-převod financí,NA,NA,NA,1114-převod financí
14.04.2021,"-1 000,00 CZK",Okamžitá odchozí platba,,,0,821,NA,"3000-Švejnohová Radka, správa FCB"
13.04.2021,"-8 331,00 CZK",Bezhotovostní platba,,,558,82112081,1114,"1114-Biofilms rental s.r.o., pronájem techniky"
13.04.2021,"-291 799,97 CZK",Platba převodem uvnitř banky,,,558,2021050101,1114,"1114-R36 .cz s.r.o., reklamní plachty , vazací pásky"
13.04.2021,"-242 000,00 CZK",Platba převodem uvnitř banky,,,308,1021,1114,"1114-Dcode creative s.r.o., Koalice SPOLU- MUJ HLAS"
13.04.2021,"-38 000,00 CZK",Bezhotovostní platba,,,308,31032021,1114,"1114-Miloč Gregor, konzultace - volby"
13.04.2021,"-4 840,00 CZK",Bezhotovostní platba,,,308,2021000174,1111,"1114-TOMAN & PARTNEŘi s.r.o., právní služby"
13.04.2021,"550 000,00 CZK",Platba převodem uvnitř banky,Občanská demokratická strana,1114-převod financí,NA,NA,NA,1114-převod financí
12.04.2021,"-181 500,00 CZK",Bezhotovostní platba,,"Quo- SB s.r.o., reklama na FBC KDU",558,2210002,1114,"1114-Quo- SB s.r.o., reklama na FBC KDU"
12.04.2021,"200 000,00 CZK",Platba převodem uvnitř banky,Občanská demokratická strana,1114-převod financí,NA,NA,NA,1114-převod financí
08.04.2021,"-2 873,75 CZK",Okamžitá odchozí platba,,"1114-Monster Media s.r.o., úprava grafiky",308,20210046,1114,"1114-Monster Media s.r.o., úprava grafiky"
07.04.2021,"-54 450,00 CZK",Bezhotovostní platba,,,558,920210003,1114,"1114- Inna Babicka , pronájem fotostudio"
07.04.2021,"-7 260,00 CZK",Bezhotovostní platba,,,308,2021000044,1114,"1114-TOMAN & PARTNEŘi s.r.o., právní služby"
07.04.2021,"-28 992,85 CZK",Bezhotovostní platba,,,308,210016,1114,"1114-Adved s.r.o., reklama na soc. sítích"
07.04.2021,"-15 000,00 CZK",Bezhotovostní platba,,,308,202103005,1114,"1114-Commpanions communacation s.r.o., konzultace , příprava kampaně"
07.04.2021,"100 000,00 CZK",Platba převodem uvnitř banky,Občanská demokratická strana,1114-převod financí,NA,NA,NA,1114-převod financí
07.04.2021,"-5 808 000,00 CZK",Platba převodem uvnitř banky,,"1114-Nordeko a.s., záloha reklamní kampaň",558,20211002,1114,"1114-Nordeko a.s., záloha reklamní kampaň"
07.04.2021,"5 800 000,00 CZK",Platba převodem uvnitř banky,Občanská demokratická strana,1114-převod financí,NA,NA,NA,1114-převod financí
06.04.2021,"-21 187,34 CZK",Okamžitá odchozí platba,,"1114-Katolický týdeník s.r.o., inzerát",308,210300025,1114,"1114-Katolický týdeník s.r.o., inzerát"
06.04.2021,"50 000,00 CZK",Platba převodem uvnitř banky,Občanská demokratická strana,1114-převod financí,NA,NA,NA,1114-převod financí
01.04.2021,"-222 000,00 CZK",Bezhotovostní platba,,,558,12021,1114,"Jan Dlouhý , reklamní činnosti"
01.04.2021,"-21 780,00 CZK",Bezhotovostní platba,,,308,20210008,1114,"1114-Inna Babicka, pronájem studio"
01.04.2021,"160 000,00 CZK",Platba převodem uvnitř banky,Občanská demokratická strana,1114-převod financí,NA,NA,NA,1114-převod financí
31.03.2021,"-2 323 200,00 CZK",Platba převodem uvnitř banky,,,0,20211001,NA,"1114-Nordeko a.s., záloha pronájem BB, tisk"
31.03.2021,"2 400 000,00 CZK",Platba převodem uvnitř banky,Občanská demokratická strana,1114-převod financí,NA,NA,NA,1114-převod financí
30.03.2021,"-363 000,00 CZK",Platba převodem uvnitř banky,,,308,721,1114,"Dcode creative s.r.o., technické zajištění kampaně ""Mám hlas"""
30.03.2021,"365 000,00 CZK",Platba převodem uvnitř banky,Občanská demokratická strana,1114-převod financí,NA,NA,NA,1114-převod financí
29.03.2021,"-10 619,53 CZK",Okamžitá odchozí platba,,,308,210013,1114,"Adved s.r.o., FBC za 1-2021"
22.03.2021,"-49 999,00 CZK",Platba převodem uvnitř banky,,,308,621,1114,"1114-Dcode creative s.r.o., příprava materiálů, grafika, tisk"
19.03.2021,"-1 000,00 CZK",Okamžitá odchozí platba,,,0,521,NA,"3000-Radka Švejnohová, správa FCB"
17.03.2021,"-59 000,00 CZK",Okamžitá odchozí platba,,,308,21013,1114,"Jan Drbohlav , přípravné práce volby"
17.03.2021,"100 000,00 CZK",Platba převodem uvnitř banky,Občanská demokratická strana,1111-převod financí,NA,NA,NA,1111-převod financí
09.03.2021,"-1 815 000,00 CZK",Bezhotovostní platba,,"Dream PRO, s.r.o.,záloha - pronájem",558,2100060,1114,"Dream PRO, s.r.o., záloha - pronájem"
09.03.2021,"1 850 000,00 CZK",Platba převodem uvnitř banky,Občanská demokratická strana,1114-převod financí,NA,NA,NA,1114-převod financí
03.03.2021,"-181 500,00 CZK",Bezhotovostní platba,,,558,2210001,1114,"Quo- SB s.r.o., reklama na FBC KDU"
03.03.2021,"180 000,00 CZK",Platba převodem uvnitř banky,Občanská demokratická strana,1114-převod financí,NA,NA,NA,1114-převod financí
02.03.2021,"-48 434,90 CZK",Okamžitá odchozí platba,,,308,1210058,1114,"Quo- SB s.r.o., reklama na FBC KDU"
02.03.2021,"-61 343,15 CZK",Okamžitá odchozí platba,,,308,1210053,1114,"Quo- SB s.r.o., reklama na FBC KDU"
02.03.2021,"110 000,00 CZK",Platba převodem uvnitř banky,Občanská demokratická strana,1114- převod financí,NA,NA,NA,1114- převod financí
27.01.2021,"-500,00 CZK",Okamžitá odchozí platba,,,0,1260000540,3200,"3200-Úřad městské části , zábor"
25.01.2021,"-1 331,00 CZK",Okamžitá odchozí platba,,registrace domény spolu.tv,558,5210129474,NA,registrace domény spolu.tv
25.01.2021,"5 000,00 CZK",Platba převodem uvnitř banky,Občanská demokratická strana,1114-převod financí,NA,NA,NA,1114-převod financí
