"date","amount","type","contra_account_name","message_for_recipient","ks","vs","ss","note"
"08.07.2021",-50405,"Bezhotovostní platba","","pp#17028 FO 2186/2021, cen:ft, sluzby-administrativni-cinnosti-cerven-2021-cestovne, filip-reinohl",NA,20210019,333,"pp#17028 FO 2186/2021, cen:ft, sluzby-administrativni-cinnosti-cerven-2021-cestovne, filip-reinohl"
"08.07.2021",-35000,"Bezhotovostní platba","","pp#17027 FO 2185/2021, cen:ft, graficke-prace-mesic-cerven, petra-susserova",308,20210046,333,"pp#17027 FO 2185/2021, cen:ft, graficke-prace-mesic-cerven, petra-susserova"
"08.07.2021",-6000,"Bezhotovostní platba","","pp#17026 FO 2184/2021, cen:ft, sprava-fb-stan-praha-copywriting-cerven, simon-ornest",NA,25,333,"pp#17026 FO 2184/2021, cen:ft, sprava-fb-stan-praha-copywriting-cerven, simon-ornest"
"08.07.2021",-2000,"Bezhotovostní platba","","pp#17025 FO 2183/2021, cen:ft, sprava-fb-profilu-t-hrebika-cerven-2021, tomas-nakladal",NA,2021007,333,"pp#17025 FO 2183/2021, cen:ft, sprava-fb-profilu-t-hrebika-cerven-2021, tomas-nakladal"
"08.07.2021",-20000,"Bezhotovostní platba","","pp#17024 FO 2182/2021, cen:ft, odborne-analyzy-za-mesic-cerven-2021, david-pergl",NA,202106,333,"pp#17024 FO 2182/2021, cen:ft, odborne-analyzy-za-mesic-cerven-2021, david-pergl"
"08.07.2021",-20000,"Bezhotovostní platba","","pp#17023 FO 2181/2021, cen:ft, medialni-poradenstvi-za-mesic-cerven-2021, tomas-pergl",NA,202111,333,"pp#17023 FO 2181/2021, cen:ft, medialni-poradenstvi-za-mesic-cerven-2021, tomas-pergl"
"08.07.2021",-12100,"Platba převodem uvnitř banky","","pp#17022 FO 2180/2021, cen:ft, pr-sluzby-pro-hejtmana-petra-kulhanka-stan-karlovarsky-kraj-cerven, petr-nutil",NA,20210048,333,"pp#17022 FO 2180/2021, cen:ft, pr-sluzby-pro-hejtmana-petra-kulhanka-stan-karlovarsky-kraj-cerven, petr-nutil"
"08.07.2021",-3630,"Bezhotovostní platba","","pp#17044 FO 2202/2021, msk:p, 2021-volby-psp-propagace-fb-a-ig-pro-stan-0601, facebook-ireland-limited",NA,8047296,42021,"pp#17044 FO 2202/2021, msk:p, 2021-volby-psp-propagace-fb-a-ig-pro-stan-0601, facebook-ireland-limited"
"08.07.2021",-27500,"Bezhotovostní platba","","pp#17036 FO 2194/2021, pak:p, proplaceni-vedouci-krajskeho-medialniho-odboru-v-pardubickem-kraji-202106, martinsaifrt",NA,20210007,NA,"pp#17036 FO 2194/2021, pak:p, proplaceni-vedouci-krajskeho-medialniho-odboru-v-pardubickem-kraji-202106, martinsaifrt"
"08.07.2021",-50000,"Bezhotovostní platba","","pp#17021 FO 5621/2020, ulk:p, proplaceni-medialni-manazer-pro-usk-202106, vratislavfilipek",NA,20210032,42021,"pp#17021 FO 5621/2020, ulk:p, proplaceni-medialni-manazer-pro-usk-202106, vratislavfilipek"
"08.07.2021",-40000,"Bezhotovostní platba","","pp#17017 FO 2176/2021, cen:vs, pr-podpora-kampane-cerven, eva-marinicova",NA,20210004,42021,"pp#17017 FO 2176/2021, cen:vs, pr-podpora-kampane-cerven, eva-marinicova"
"08.07.2021",-25000,"Bezhotovostní platba","","pp#17008 FO 2167/2021, jhc:p, odmena-simon-blaschko-cerven, simon-blaschko",NA,20210008,42021,"pp#17008 FO 2167/2021, jhc:p, odmena-simon-blaschko-cerven, simon-blaschko"
"08.07.2021",-3456,"Bezhotovostní platba","","pp#17006 FO 2165/2021, ulk:p, trojnozka-litomerice, mestsky-urad-litomerice",NA,9102148004,42021,"pp#17006 FO 2165/2021, ulk:p, trojnozka-litomerice, mestsky-urad-litomerice"
"08.07.2021",-10000,"Bezhotovostní platba","","pp#17003 FO 2162/2021, cen:vs, konzultace-k-metodice-vyzkumu-verejneho-mineni, jan-krajhanzl",308,2109,42021,"pp#17003 FO 2162/2021, cen:vs, konzultace-k-metodice-vyzkumu-verejneho-mineni, jan-krajhanzl"
"08.07.2021",-35000,"Platba převodem uvnitř banky","","pp#16982 FO 2141/2021, jhc:p, proplaceni-vedouci-krajskeho-medialniho-tymu-202106, luboskudlacek",NA,202117,NA,"pp#16982 FO 2141/2021, jhc:p, proplaceni-vedouci-krajskeho-medialniho-tymu-202106, luboskudlacek"
"08.07.2021",-5000,"Bezhotovostní platba","","pp#16959 FO 2118/2021, cen:mo, proplaceni-sprava-twitteroveho-uctu-202106, ondrejtuma",NA,202100018,NA,"pp#16959 FO 2118/2021, cen:mo, proplaceni-sprava-twitteroveho-uctu-202106, ondrejtuma"
"08.07.2021",-20000,"Bezhotovostní platba","","pp#16077 FO 1301/2021, pak:p, odmena-volebni-koordinator-pirati, ivana-mrkvickova",NA,202110,42021,"pp#16077 FO 1301/2021, pak:p, odmena-volebni-koordinator-pirati, ivana-mrkvickova"
"08.07.2021",-50000,"Bezhotovostní platba","","pp#16960 FO 2119/2021, pha:p, proplaceni-rizeni-volebni-kampane-ks-praha-202106, evavysanska",NA,2021014,42021,"pp#16960 FO 2119/2021, pha:p, proplaceni-rizeni-volebni-kampane-ks-praha-202106, evavysanska"
"08.07.2021",-40811,"Bezhotovostní platba","","pp#16954 FO 2113/2021, pha:p, proplaceni-media-manazer-pro-ks-praha-michal-polak-202106, michalpolak",NA,20210007,NA,"pp#16954 FO 2113/2021, pha:p, proplaceni-media-manazer-pro-ks-praha-michal-polak-202106, michalpolak"
"08.07.2021",-32000,"Bezhotovostní platba","","pp#16953 FO 2112/2021, pha:p, proplaceni-sprava-socialnich-medii-ks-praha-202106, tomasvovsik",NA,20210012,42021,"pp#16953 FO 2112/2021, pha:p, proplaceni-sprava-socialnich-medii-ks-praha-202106, tomasvovsik"
"08.07.2021",-15000,"Karetní transakce","","Nákup: GOOGLE *ADS5162857564,  Gordon House, Barrow Street, cc@google.com, UNKNOWN, IRL, dne 7.7.2021, částka  15000.00 CZK",NA,8267,NA,"Nákup: GOOGLE *ADS5162857564,  Gordon House, Barrow Street, cc@google.com, UNKNOWN, IRL, dne 7.7.2021, částka  15000.00 CZK"
"07.07.2021",267173,"Platba převodem uvnitř banky","STAROSTOVÉ A NEZÁVISLÍ","STAN - převod prostředků na volební účet",NA,NA,NA,"STAN - převod prostředků na volební účet"
"07.07.2021",-3000,"Karetní transakce","","Nákup: FACEBK *UB2K96TVJ2,  Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 6.7.2021, částka  3000.00 CZK",NA,8267,NA,"Nákup: FACEBK *UB2K96TVJ2,  Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 6.7.2021, částka  3000.00 CZK"
"06.07.2021",-20000,"Karetní transakce","","Nákup: FACEBK *VMUX26FVF2,  Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 6.7.2021, částka  20000.00 CZK",NA,8267,NA,"Nákup: FACEBK *VMUX26FVF2,  Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 6.7.2021, částka  20000.00 CZK"
"05.07.2021",-8410.48,"Karetní transakce","","Nákup: FACEBK *GFVQK5BSB2,  Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 4.7.2021, částka  8410.48 CZK",NA,8267,NA,"Nákup: FACEBK *GFVQK5BSB2,  Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 4.7.2021, částka  8410.48 CZK"
"03.07.2021",-10000,"Karetní transakce","","Nákup: SEZNAM.CZ,  ul.Radlicka 3294/10, Praha 5 - Smi, 150 00, CZE, dne 2.7.2021, částka  10000.00 CZK",NA,8267,NA,"Nákup: SEZNAM.CZ,  ul.Radlicka 3294/10, Praha 5 - Smi, 150 00, CZE, dne 2.7.2021, částka  10000.00 CZK"
"03.07.2021",-20000,"Karetní transakce","","Nákup: FACEBK *RH98X5XUF2,  Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 2.7.2021, částka  20000.00 CZK",NA,8267,NA,"Nákup: FACEBK *RH98X5XUF2,  Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 2.7.2021, částka  20000.00 CZK"
"02.07.2021",-1887,"Okamžitá odchozí platba","","pp#16963 FO 2122/2021, cen:vs, zalohova-faktura-router-a-dalsi-vybava-call-centra, czccz-sro",8,1521154973,42021,"pp#16963 FO 2122/2021, cen:vs, zalohova-faktura-router-a-dalsi-vybava-call-centra, czccz-sro"
"02.07.2021",-4000,"Bezhotovostní platba","","pp#16873 FO 2035/2021, ulk:p, sevap-company-na-zahajeni-krajske-kampane, peter-homola",NA,2035,42021,"pp#16873 FO 2035/2021, ulk:p, sevap-company-na-zahajeni-krajske-kampane, peter-homola"
"02.07.2021",-2000,"Platba převodem uvnitř banky","","pp#16872 FO 2034/2021, ulk:p, prednasky-o-verejnych-zakazkach-i-a-ii, emsi-spol-sro",NA,2034,NA,"pp#16872 FO 2034/2021, ulk:p, prednasky-o-verejnych-zakazkach-i-a-ii, emsi-spol-sro"
"02.07.2021",-16000,"Bezhotovostní platba","","pp#16958 FO 2117/2021, cen:vs, provedene-prace-v-ramci-tymu-odpovidacu-cerven, michal-soltys",NA,202102,42021,"pp#16958 FO 2117/2021, cen:vs, provedene-prace-v-ramci-tymu-odpovidacu-cerven, michal-soltys"
"02.07.2021",-10000,"Bezhotovostní platba","","pp#16957 FO 2116/2021, pak:p, proplaceni-volebni-manazerky-jana-rosenbergerova, jana-rosenbergerova",NA,20210061,42021,"pp#16957 FO 2116/2021, pak:p, proplaceni-volebni-manazerky-jana-rosenbergerova, jana-rosenbergerova"
"02.07.2021",-3000,"Bezhotovostní platba","","pp#16956 FO 2115/2021, pak:p, volebni-koordinatorka-stan-alice-paurova, alice-paurova",NA,2021006,42021,"pp#16956 FO 2115/2021, pak:p, volebni-koordinatorka-stan-alice-paurova, alice-paurova"
"02.07.2021",-14000,"Bezhotovostní platba","","pp#16955 FO 2114/2021, pak:p, pr-a-socialni-site-stan-kveten-david-zaruba, david-zaruba",NA,202102,42021,"pp#16955 FO 2114/2021, pak:p, pr-a-socialni-site-stan-kveten-david-zaruba, david-zaruba"
"02.07.2021",-3499.8,"Karetní transakce","","Nákup: FACEBK *5CJ844T872,  Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 1.7.2021, částka  3499.80 CZK",NA,6835,NA,"Nákup: FACEBK *5CJ844T872,  Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 1.7.2021, částka  3499.80 CZK"
"01.07.2021",-50000,"Bezhotovostní platba","","pp#16943 FO 2104/2021, pha:p, proplaceni-rizeni-volebni-kampane-ks-praha-202106, laureenhollge",NA,20210011,42021,"pp#16943 FO 2104/2021, pha:p, proplaceni-rizeni-volebni-kampane-ks-praha-202106, laureenhollge"
"01.07.2021",-45000,"Bezhotovostní platba","","pp#16942 FO 2103/2021, pha:p, proplaceni-volebni-produkce-ks-praha-202106, oskarrejchrt",NA,2021006,42021,"pp#16942 FO 2103/2021, pha:p, proplaceni-volebni-produkce-ks-praha-202106, oskarrejchrt"
"01.07.2021",-180000,"Platba převodem uvnitř banky","","pp#16941 FO 2102/2021, cen:vs, zalohova-faktura-reklamni-kampane-liberecky-kraj, ctt-media-sro",308,210800002,42021,"pp#16941 FO 2102/2021, cen:vs, zalohova-faktura-reklamni-kampane-liberecky-kraj, ctt-media-sro"
"01.07.2021",-32000,"Bezhotovostní platba","","pp#16940 FO 2101/2021, pha:p, proplaceni-prikazni-smlouva-martin-sterba-socialni-site-2021-202106, mgr-martin-sterba",NA,20210037,42021,"pp#16940 FO 2101/2021, pha:p, proplaceni-prikazni-smlouva-martin-sterba-socialni-site-2021-202106, mgr-martin-sterba"
"01.07.2021",-24150,"Bezhotovostní platba","","pp#16938 FO 2099/2021, cen:mo, sprava-ppc-kampani-cerven, andrea-zelingrova",NA,20210045,NA,"pp#16938 FO 2099/2021, cen:mo, sprava-ppc-kampani-cerven, andrea-zelingrova"
"01.07.2021",-8000,"Bezhotovostní platba","","pp#16937 FO 2098/2021, cen:vs, provedene-prace-v-ramci-tymu-odpovidacu-cerven, linda-neubergova",NA,121,42021,"pp#16937 FO 2098/2021, cen:vs, provedene-prace-v-ramci-tymu-odpovidacu-cerven, linda-neubergova"
"01.07.2021",-16000,"Platba převodem uvnitř banky","","pp#16936 FO 2097/2021, cen:vs, provedene-prace-v-ramci-tymu-odpovidacu-cerven, jindriska-kolarikova",NA,202102,42021,"pp#16936 FO 2097/2021, cen:vs, provedene-prace-v-ramci-tymu-odpovidacu-cerven, jindriska-kolarikova"
"01.07.2021",-16000,"Bezhotovostní platba","","pp#16935 FO 2096/2021, cen:vs, provedene-prace-v-ramci-tymu-odpovidacu-cerven, renata-erzsebet-nemeth",NA,20210701,42021,"pp#16935 FO 2096/2021, cen:vs, provedene-prace-v-ramci-tymu-odpovidacu-cerven, renata-erzsebet-nemeth"
"01.07.2021",-20000,"Bezhotovostní platba","","pp#16934 FO 2095/2021, cen:vs, provoz-infolinky-za-mesic-cerven-2021, blanka-charvatova",NA,20210603,42021,"pp#16934 FO 2095/2021, cen:vs, provoz-infolinky-za-mesic-cerven-2021, blanka-charvatova"
"01.07.2021",-8000,"Bezhotovostní platba","","pp#16933 FO 2094/2021, cen:vs, provedene-prace-v-ramci-tymu-odpovidacu-cerven, petr-oprsal",NA,20210602,42021,"pp#16933 FO 2094/2021, cen:vs, provedene-prace-v-ramci-tymu-odpovidacu-cerven, petr-oprsal"
"01.07.2021",-16000,"Bezhotovostní platba","","pp#16932 FO 2093/2021, cen:vs, provedene-prace-v-ramci-tymu-odpovidacu-cerven, mgr-ondrej-herzan",NA,20210602,42021,"pp#16932 FO 2093/2021, cen:vs, provedene-prace-v-ramci-tymu-odpovidacu-cerven, mgr-ondrej-herzan"
"01.07.2021",-8536.33,"Platba převodem uvnitř banky","","pp#16725 FO 1909/2021, cen:vs, zalohova-faktura-placky-moravskoslezsky-kraj, reklamnitechnologiecz-sro",8,20213793,42021,"pp#16725 FO 1909/2021, cen:vs, zalohova-faktura-placky-moravskoslezsky-kraj, reklamnitechnologiecz-sro"
"01.07.2021",-15000,"Bezhotovostní platba","","pp#16922 FO 2083/2021, pha:p, proplaceni-snemovni-kampan-stan-praha-202106, vitezslav_klement",NA,20210038,42021,"pp#16922 FO 2083/2021, pha:p, proplaceni-snemovni-kampan-stan-praha-202106, vitezslav_klement"
"01.07.2021",-1834,"Bezhotovostní platba","","pp#16906 FO 2067/2021, plk:p, tisk-plakatu-rodinny-den, bily-slon-sro",NA,30062021,42021,"pp#16906 FO 2067/2021, plk:p, tisk-plakatu-rodinny-den, bily-slon-sro"
"01.07.2021",-445,"Bezhotovostní platba","","pp#16905 FO 2066/2021, plk:p, vybaveni-na-akci-rodinny-den, alzacz-as",NA,30062021,42021,"pp#16905 FO 2066/2021, plk:p, vybaveni-na-akci-rodinny-den, alzacz-as"
"01.07.2021",-1649,"Platba převodem uvnitř banky","","pp#16881 FO 2043/2021, khk:p, kose, kose",NA,1,42021,"pp#16881 FO 2043/2021, khk:p, kose, kose"
"01.07.2021",-18000,"Bezhotovostní platba","","pp#16916 FO 2077/2021, cen:mo, proplaceni-zastupce-vedouciho-odpovidacu-ivana-hlusickova-202106, ivanahlusickova",NA,20210014,NA,"pp#16916 FO 2077/2021, cen:mo, proplaceni-zastupce-vedouciho-odpovidacu-ivana-hlusickova-202106, ivanahlusickova"
"01.07.2021",-35800.44,"Bezhotovostní platba","","pp#16912 FO 2073/2021, msk:p, 2021-volby-psp-jarni-roznos-novin, ceska-distribucni-ks",NA,420210225,42021,"pp#16912 FO 2073/2021, msk:p, 2021-volby-psp-jarni-roznos-novin, ceska-distribucni-ks"
"01.07.2021",-18150,"Bezhotovostní platba","","pp#16908 FO 2069/2021, cen:vs, zajisteni-el-energie-ozvuceni-a-live-streamu-pro-akci-stan-na-vysehrade, martin-krupa",NA,20210009,42021,"pp#16908 FO 2069/2021, cen:vs, zajisteni-el-energie-ozvuceni-a-live-streamu-pro-akci-stan-na-vysehrade, martin-krupa"
"01.07.2021",-27059,"Bezhotovostní platba","","pp#16904 FO 2065/2021, cen:vs, koordinace-call-centra, filip-kubin",NA,20210001,42021,"pp#16904 FO 2065/2021, cen:vs, koordinace-call-centra, filip-kubin"
"01.07.2021",-4235,"Bezhotovostní platba","","pp#16903 FO 2064/2021, zlk:p, polep-vozidla-ford, is-reklama-sro",308,22100255,42021,"pp#16903 FO 2064/2021, zlk:p, polep-vozidla-ford, is-reklama-sro"
"01.07.2021",-39820,"Bezhotovostní platba","","pp#16894 FO 2055/2021, cen:vs, fotograf-lidr-tour, cityboys-sro",NA,20210601,42021,"pp#16894 FO 2055/2021, cen:vs, fotograf-lidr-tour, cityboys-sro"
"01.07.2021",-21780,"Bezhotovostní platba","","pp#16893 FO 2054/2021, cen:vs, odborny-garant, martin-charvat",308,20210024,42021,"pp#16893 FO 2054/2021, cen:vs, odborny-garant, martin-charvat"
"01.07.2021",-3000,"Bezhotovostní platba","","pp#16876 FO 2038/2021, cen:vs, tlumoceni-czj, kristyna-winn",NA,2960,42021,"pp#16876 FO 2038/2021, cen:vs, tlumoceni-czj, kristyna-winn"
"01.07.2021",-730,"Bezhotovostní platba","","pp#16897 FO 2058/2021, cen:vs, switch-tp-link, czccz-sro",8,1521150443,42021,"pp#16897 FO 2058/2021, cen:vs, switch-tp-link, czccz-sro"
"01.07.2021",-13989,"Bezhotovostní platba","","pp#16896 FO 2057/2021, cen:vs, zalohova-faktura-kancelarske-zidle, mercury-star-sro",NA,477938,42021,"pp#16896 FO 2057/2021, cen:vs, zalohova-faktura-kancelarske-zidle, mercury-star-sro"
"01.07.2021",-2662,"Bezhotovostní platba","","pp#16895 FO 2056/2021, cen:vs, zaloha-callcentrum, internet-mall-as",8,8052886497,42021,"pp#16895 FO 2056/2021, cen:vs, zaloha-callcentrum, internet-mall-as"
"01.07.2021",-7151,"Bezhotovostní platba","","pp#16892 FO 2053/2021, stc:p, material-na-vyrobu-lavicek, hornbach-baumarkt-spol-sro",NA,20532021,42021,"pp#16892 FO 2053/2021, stc:p, material-na-vyrobu-lavicek, hornbach-baumarkt-spol-sro"
"01.07.2021",-44000,"Bezhotovostní platba","","pp#16887 FO 2048/2021, cen:vs, foceni-kampane-pro-piraty-a-starosty, jan-hromadko",NA,1506,42021,"pp#16887 FO 2048/2021, cen:vs, foceni-kampane-pro-piraty-a-starosty, jan-hromadko"
"01.07.2021",-10000,"Bezhotovostní platba","","pp#16886 FO 2047/2021, cen:vs, vizazistka-foceni-14-a-1752021, eva-hruskova",NA,23052021,42021,"pp#16886 FO 2047/2021, cen:vs, vizazistka-foceni-14-a-1752021, eva-hruskova"
"01.07.2021",-10000,"Bezhotovostní platba","","pp#16884 FO 2046/2021, cen:vs, styling-na-foceni, mga-milina-havrlantova",NA,20210003,42021,"pp#16884 FO 2046/2021, cen:vs, styling-na-foceni, mga-milina-havrlantova"
"01.07.2021",-29040,"Bezhotovostní platba","","pp#16858 FO 2024/2021, plk:p, medialni-spojka-0621, mgr-libor-janicek",NA,102021,NA,"pp#16858 FO 2024/2021, plk:p, medialni-spojka-0621, mgr-libor-janicek"
"01.07.2021",-280,"Bezhotovostní platba","","pp#16745 FO 1929/2021, cen:vs, obcerstveni-koalicni-rada-18-6-2021, vase-pekarna-as",NA,2106,42021,"pp#16745 FO 1929/2021, cen:vs, obcerstveni-koalicni-rada-18-6-2021, vase-pekarna-as"
"01.07.2021",-16940,"Bezhotovostní platba","","pp#16740 FO 1924/2021, cen:vs, zalohova-faktura-pronajem-billboardu-kutna-hora-stredocesky-kraj, vesna-liberec-spol-s-ro",8,21044,42021,"pp#16740 FO 1924/2021, cen:vs, zalohova-faktura-pronajem-billboardu-kutna-hora-stredocesky-kraj, vesna-liberec-spol-s-ro"
"01.07.2021",-5989.5,"Bezhotovostní platba","","pp#16737 FO 1921/2021, cen:vs, tisk-programove-brozury, graf-print-sro",NA,72821,42021,"pp#16737 FO 1921/2021, cen:vs, tisk-programove-brozury, graf-print-sro"
"01.07.2021",-14000,"Bezhotovostní platba","","pp#16729 FO 1913/2021, cen:vs, pronajem-reklamnich-banneru-stredocesky-kraj, patrik-bejda",NA,202101,42021,"pp#16729 FO 1913/2021, cen:vs, pronajem-reklamnich-banneru-stredocesky-kraj, patrik-bejda"
"01.07.2021",-2819.3,"Bezhotovostní platba","","pp#16728 FO 1912/2021, cen:vs, tisk-letaku-a5, graf-print-sro",NA,83621,42021,"pp#16728 FO 1912/2021, cen:vs, tisk-letaku-a5, graf-print-sro"
"01.07.2021",-2420,"Bezhotovostní platba","","pp#16727 FO 1911/2021, cen:vs, foceni, arcgroup-sro",NA,2101140,42021,"pp#16727 FO 1911/2021, cen:vs, foceni, arcgroup-sro"
"01.07.2021",-11352,"Platba převodem uvnitř banky","","pp#16726 FO 1910/2021, cen:vs, zalohova-faktura-placky-stredocesky-kraj, reklamnitechnologiecz-sro",8,20213783,42021,"pp#16726 FO 1910/2021, cen:vs, zalohova-faktura-placky-stredocesky-kraj, reklamnitechnologiecz-sro"
"01.07.2021",-8000,"Bezhotovostní platba","","pp#16878 FO 2040/2021, cen:mo, proplaceni-ps-instagram-anna-doova-202106, annadoova",NA,20210020,NA,"pp#16878 FO 2040/2021, cen:mo, proplaceni-ps-instagram-anna-doova-202106, annadoova"
"01.07.2021",-3338.9,"Bezhotovostní platba","","pp#16854 FO 2021/2021, pha:p, teambuilding-obcerstveni, velka-pecka-sro",NA,1059544559,42021,"pp#16854 FO 2021/2021, pha:p, teambuilding-obcerstveni, velka-pecka-sro"
"01.07.2021",-3038.77,"Bezhotovostní platba","","pp#16841 FO 2008/2021, ulk:p, online-na-facebooku-2021-0605, facebook-ireland-limited",NA,20082021,NA,"pp#16841 FO 2008/2021, ulk:p, online-na-facebooku-2021-0605, facebook-ireland-limited"
"01.07.2021",-3863,"Bezhotovostní platba","","pp#16836 FO 2003/2021, stc:p, obcerstveni-na-akci-staveni-lavicek, eva-marikova",NA,20032021,42021,"pp#16836 FO 2003/2021, stc:p, obcerstveni-na-akci-staveni-lavicek, eva-marikova"
"01.07.2021",-1525,"Bezhotovostní platba","","pp#16695 FO 1882/2021, ulk:p, set-na-online-stream, alzacz-as",NA,18822021,NA,"pp#16695 FO 1882/2021, ulk:p, set-na-online-stream, alzacz-as"
"01.07.2021",-5626.85,"Karetní transakce","","Nákup: FACEBK *V86ZE3K8B2,  Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 30.6.2021, částka  5626.85 CZK",NA,2020,NA,"Nákup: FACEBK *V86ZE3K8B2,  Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 30.6.2021, částka  5626.85 CZK"
"01.07.2021",5333334,"Platba převodem uvnitř banky","STAROSTOVÉ A NEZÁVISLÍ","STAN - vklad na volební účet na základě koaliční smlouvy",NA,NA,NA,"STAN - vklad na volební účet na základě koaliční smlouvy"
"30.06.2021",-557.14,"Karetní transakce","","Nákup: FACEBK *Y536657VF2,  Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 29.6.2021, částka  557.14 CZK",NA,8267,NA,"Nákup: FACEBK *Y536657VF2,  Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 29.6.2021, částka  557.14 CZK"
"30.06.2021",-588.27,"Karetní transakce","","Nákup: FACEBK *KJS7K5FAQ2,  Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 29.6.2021, částka  588.27 CZK",NA,8267,NA,"Nákup: FACEBK *KJS7K5FAQ2,  Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 29.6.2021, částka  588.27 CZK"
"29.06.2021",-7500,"Okamžitá odchozí platba","","pp#16864 FO 2030/2021, jhc:p, vylep-a-tisk-plakatu-obce-jck-doplatek-25, jan-dlouhy",NA,62021,42021,"pp#16864 FO 2030/2021, jhc:p, vylep-a-tisk-plakatu-obce-jck-doplatek-25, jan-dlouhy"
"29.06.2021",-100,"Okamžitá odchozí platba","","pp#16863 FO 2029/2021, jhc:p, zabor-cb-pokojicek-kanovnicka, magistrat-mesta-cb",NA,1031361,42021,"pp#16863 FO 2029/2021, jhc:p, zabor-cb-pokojicek-kanovnicka, magistrat-mesta-cb"
"29.06.2021",-10150,"Bezhotovostní platba","","pp#16862 FO 2028/2021, olk:p, 25-z-celkove-castky-za-vylep-plakatu-a2, dlouhy-jan",NA,52021,42021,"pp#16862 FO 2028/2021, olk:p, 25-z-celkove-castky-za-vylep-plakatu-a2, dlouhy-jan"
"29.06.2021",-3500,"Platba převodem uvnitř banky","","pp#16860 FO 2026/2021, ulk:p, fotografovani-zahajeni-krajske-kampane, frantisek-nikl",NA,20210622,42021,"pp#16860 FO 2026/2021, ulk:p, fotografovani-zahajeni-krajske-kampane, frantisek-nikl"
"29.06.2021",-943.8,"Bezhotovostní platba","","pp#16859 FO 2025/2021, plk:p, 1-ks-banner-pirsta, dragon-press-sro",NA,755,42021,"pp#16859 FO 2025/2021, plk:p, 1-ks-banner-pirsta, dragon-press-sro"
"29.06.2021",-14127,"Bezhotovostní platba","","pp#16857 FO 2023/2021, plk:p, medialni-spojka-0621, mgr-libor-janicek",NA,112021,42021,"pp#16857 FO 2023/2021, plk:p, medialni-spojka-0621, mgr-libor-janicek"
"29.06.2021",-2200,"Bezhotovostní platba","","pp#16850 FO 2017/2021, zlk:p, fotomakeup, petrikova-visage",308,2021010,42021,"pp#16850 FO 2017/2021, zlk:p, fotomakeup, petrikova-visage"
"29.06.2021",-16044.6,"Bezhotovostní platba","","pp#16818 FO 1988/2021, stc:p, palety, cedes-logistik-sro",NA,2140000593,42021,"pp#16818 FO 1988/2021, stc:p, palety, cedes-logistik-sro"
"29.06.2021",-204,"Bezhotovostní platba","","pp#16808 FO 1979/2021, pha:p, cestovne-rozvoz-novin-rozdavani-s-ivanem-bartosem, michal-hrib",NA,202114,42021,"pp#16808 FO 1979/2021, pha:p, cestovne-rozvoz-novin-rozdavani-s-ivanem-bartosem, michal-hrib"
"29.06.2021",-4779.5,"Bezhotovostní platba","","pp#16798 FO 1973/2021, ulk:p, online-na-facebooku-2021-0604, facebook-ireland-limited",NA,19732021,NA,"pp#16798 FO 1973/2021, ulk:p, online-na-facebooku-2021-0604, facebook-ireland-limited"
"29.06.2021",-6000,"Bezhotovostní platba","","pp#16703 FO 1889/2021, ulk:p, zvukar-na-zahajeni-kampane, jan-kudrnac",NA,21026,42021,"pp#16703 FO 1889/2021, ulk:p, zvukar-na-zahajeni-kampane, jan-kudrnac"
"29.06.2021",-14000,"Platba převodem uvnitř banky","","pp#16549 FO 1743/2021, ulk:p, foceni-kandidatu, frantisek-nikl",NA,20210601,42021,"pp#16549 FO 1743/2021, ulk:p, foceni-kandidatu, frantisek-nikl"
"29.06.2021",-465.3,"Karetní transakce","","Nákup: FACEBK *XXMV66PWE2,  Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 28.6.2021, částka  465.30 CZK",NA,6835,NA,"Nákup: FACEBK *XXMV66PWE2,  Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 28.6.2021, částka  465.30 CZK"
