datum,castka,typ,nazev_protiuctu,zprava_pro_prijemce,ks,vs,ss,poznamka
24.03.2021,"-510,00 CZK",Bezhotovostní platba,,"královéhradecký, výlep plakátů",308,1210035,20048,"královéhradecký, výlep plakátů"
24.03.2021,"-14 400,00 CZK",Bezhotovostní platba,,"olomoucký, pronájem rekl. nosičů",308,210005,NA,"olomoucký, pronájem rekl. nosičů"
23.03.2021,"-11 289,57 CZK",Karetní transakce,,"Nákup: FACEBK *RYSGWYNZ62,  Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 23.3.2021, částka  11289.57 CZK",NA,3344,NA,"Nákup: FACEBK *RYSGWYNZ62,  Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 23.3.2021, částka  11289.57 CZK"
20.03.2021,"-11 923,72 CZK",Karetní transakce,,"Nákup: FACEBK *8Z4953KAN2,  Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 19.3.2021, částka  11923.72 CZK",NA,3344,NA,"Nákup: FACEBK *8Z4953KAN2,  Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 19.3.2021, částka  11923.72 CZK"
16.03.2021,"-879,93 CZK",Karetní transakce,,"Nákup: SWITCHER ESSENTIALS,  1205 E Washington StSuite 117, LOUISVILLE, 40206, USA, dne 16.3.2021, částka  39.00 USD",NA,3344,NA,"Nákup: SWITCHER ESSENTIALS,  1205 E Washington StSuite 117, LOUISVILLE, 40206, USA, dne 16.3.2021, částka  39.00 USD"
15.03.2021,"-20 000,00 CZK",Karetní transakce,,"Nákup: FACEBK *YUQAH3T9N2,  Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 13.3.2021, částka  20000.00 CZK",NA,3344,NA,"Nákup: FACEBK *YUQAH3T9N2,  Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 13.3.2021, částka  20000.00 CZK"
11.03.2021,"-35 241,25 CZK",Bezhotovostní platba,,"jihomoravský, billboardy",308,2120038,NA,"jihomoravský, billboardy"
11.03.2021,"-30 250,00 CZK",Bezhotovostní platba,,"ústecký, billboardy",308,2021023,NA,"ústecký, billboardy"
11.03.2021,"-30 569,44 CZK",Bezhotovostní platba,,"olomoucký, pronájem reklamní plochy",308,102021,NA,"olomoucký, pronájem reklamní plochy"
11.03.2021,"-158 389,00 CZK",Bezhotovostní platba,,pronájem reklamních panelů,308,4202101578,NA,pronájem reklamních panelů
11.03.2021,"-47 916,00 CZK",Bezhotovostní platba,,plakáty,308,4212100392,NA,plakáty
11.03.2021,"-53 240,00 CZK",Bezhotovostní platba,,plakáty,308,4212100401,NA,plakáty
11.03.2021,"-83 490,00 CZK",Bezhotovostní platba,,mediální analýza,308,2117011,NA,mediální analýza
11.03.2021,"-411 400,00 CZK",Bezhotovostní platba,,tisk a distribuce volebních novin,308,2117010,NA,tisk a distribuce volebních novin
11.03.2021,"1 000 000,00 CZK",Platba převodem uvnitř banky,Svoboda a přímá demokracie (SPD),Převod prostředků z transparentního účtu na volební účet SPD - volby do PS 2021,NA,NA,NA,Převod prostředků z transparentního účtu na volební účet SPD - volby do PS 2021
10.03.2021,"-20 000,00 CZK",Karetní transakce,,"Nákup: FACEBK *7VCHC4X9N2,  Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 9.3.2021, částka  20000.00 CZK",NA,3344,NA,"Nákup: FACEBK *7VCHC4X9N2,  Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 9.3.2021, částka  20000.00 CZK"
06.03.2021,"-15 000,00 CZK",Karetní transakce,,"Nákup: GOOGLE *ADS1004003547,  Gordon House, Barrow Street, cc@google.com, UNKNOWN, IRL, dne 5.3.2021, částka  15000.00 CZK",NA,3344,NA,"Nákup: GOOGLE *ADS1004003547,  Gordon House, Barrow Street, cc@google.com, UNKNOWN, IRL, dne 5.3.2021, částka  15000.00 CZK"
05.03.2021,"-20 000,00 CZK",Karetní transakce,,"Nákup: FACEBK *3K9BV2PAN2,  Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 4.3.2021, částka  20000.00 CZK",NA,3344,NA,"Nákup: FACEBK *3K9BV2PAN2,  Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 4.3.2021, částka  20000.00 CZK"
03.03.2021,"-159 720,00 CZK",Bezhotovostní platba,,pronájem rekl. panelů 9/21,308,330210005,NA,pronájem rekl. panelů 9/21
03.03.2021,"-672 276,00 CZK",Bezhotovostní platba,,pronájem reklamních panelů,308,330210004,NA,pronájem reklamních panelů
03.03.2021,"-3 779 151,80 CZK",Bezhotovostní platba,,pronájem rekl. panelů 9/21,308,310210010,NA,pronájem rekl. panelů 9/21
03.03.2021,"-1 373 719,60 CZK",Bezhotovostní platba,,pronájem reklamních panelů,308,310210012,NA,pronájem reklamních panelů
03.03.2021,"-20 557,00 CZK",Bezhotovostní platba,,"olomoucký, výlep plakátů",308,102253,NA,"olomoucký, výlep plakátů"
03.03.2021,"-14 278,00 CZK",Platba převodem uvnitř banky,,"jihomoravský, billboard",308,182021,NA,"jihomoravský, billboard"
03.03.2021,"-47 492,50 CZK",Bezhotovostní platba,,"jihomoravský, billboardy",308,2120035,NA,"jihomoravský, billboardy"
03.03.2021,"-5 000,00 CZK",Bezhotovostní platba,,fotografické práce,308,20210004,NA,fotografické práce
03.03.2021,"-4 840,00 CZK",Bezhotovostní platba,,"olomoucký, pronájem rekl. plochy",308,2104,NA,"olomoucký, pronájem rekl. plochy"
03.03.2021,"-2 904,00 CZK",Bezhotovostní platba,,"olomoucký, pronájem rekl. skříňky",308,2021000009,NA,"olomoucký, pronájem rekl. skříňky"
03.03.2021,"-800,00 CZK",Bezhotovostní platba,,"olomoucký, pronájem vývěsné tabule",308,2021008,NA,"olomoucký, pronájem vývěsné tabule"
03.03.2021,"-9 680,00 CZK",Bezhotovostní platba,,"praha, výlep",308,21008,NA,"praha, výlep"
03.03.2021,"-30 008,00 CZK",Bezhotovostní platba,,"zlínský, reklamní kampaň",308,202100059,NA,"zlínský, reklamní kampaň"
03.03.2021,"-183 920,00 CZK",Bezhotovostní platba,,"plzeňský, pronájem rekl. ploch",308,21110169,NA,"plzeňský, pronájem rekl. ploch"
03.03.2021,"-375,00 CZK",Bezhotovostní platba,,"plzeňský, výlep plakátů",308,8,NA,"plzeňský, výlep plakátů"
03.03.2021,"-18 513,00 CZK",Bezhotovostní platba,,"plzeňský, pronájem rekl. ploch",308,21110168,NA,"plzeňský, pronájem rekl. ploch"
03.03.2021,"-18 513,00 CZK",Bezhotovostní platba,,"plzeňský, BB polepy",308,21230029,NA,"plzeňský, BB polepy"
03.03.2021,"6 500 000,00 CZK",Platba převodem uvnitř banky,Svoboda a přímá demokracie (SPD),Převod prostředků z transparentního účtu na volební účet SPD - volby do PS 2021,NA,NA,NA,Převod prostředků z transparentního účtu na volební účet SPD - volby do PS 2021
02.03.2021,"-20 000,00 CZK",Karetní transakce,,"Nákup: FACEBK *MBS9F23AN2,  Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 1.3.2021, částka  20000.00 CZK",NA,3344,NA,"Nákup: FACEBK *MBS9F23AN2,  Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 1.3.2021, částka  20000.00 CZK"
26.02.2021,"-20 000,00 CZK",Karetní transakce,,"Nákup: FACEBK *5VJ4D37AN2,  Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 25.2.2021, částka  20000.00 CZK",NA,3344,NA,"Nákup: FACEBK *5VJ4D37AN2,  Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 25.2.2021, částka  20000.00 CZK"
23.02.2021,"-15 000,00 CZK",Karetní transakce,,"Nákup: GOOGLE *ADS1004003547,  Gordon House, Barrow Street, cc@google.com, UNKNOWN, IRL, dne 22.2.2021, částka  15000.00 CZK",NA,3344,NA,"Nákup: GOOGLE *ADS1004003547,  Gordon House, Barrow Street, cc@google.com, UNKNOWN, IRL, dne 22.2.2021, částka  15000.00 CZK"
23.02.2021,"-20 000,00 CZK",Karetní transakce,,"Nákup: FACEBK *FM3AZ2T9N2,  Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 22.2.2021, částka  20000.00 CZK",NA,3344,NA,"Nákup: FACEBK *FM3AZ2T9N2,  Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 22.2.2021, částka  20000.00 CZK"
20.02.2021,"-6 844,25 CZK",Karetní transakce,,"Nákup: FACEBK *MU9N737AN2,  Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 20.2.2021, částka  6844.25 CZK",NA,3344,NA,"Nákup: FACEBK *MU9N737AN2,  Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 20.2.2021, částka  6844.25 CZK"
20.02.2021,"-20 000,00 CZK",Karetní transakce,,"Nákup: FACEBK *E94M64TAN2,  Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 19.2.2021, částka  20000.00 CZK",NA,3344,NA,"Nákup: FACEBK *E94M64TAN2,  Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 19.2.2021, částka  20000.00 CZK"
17.02.2021,"-1 650 900,40 CZK",Bezhotovostní platba,,pronájem reklamních ploch 6/21,308,310210011,NA,pronájem reklamních ploch 6/21
17.02.2021,"-1 049 826,20 CZK",Bezhotovostní platba,,pronájem reklamních ploch 5/21,308,310210013,NA,pronájem reklamních ploch 5/21
17.02.2021,"-133 100,00 CZK",Bezhotovostní platba,,"plakáty, instalace",308,4212100274,NA,"plakáty, instalace"
17.02.2021,"-47 916,00 CZK",Bezhotovostní platba,,plakáty,308,4212100269,NA,plakáty
17.02.2021,"-18 000,00 CZK",Bezhotovostní platba,,fotoportréty na billboardy,308,2021002,NA,fotoportréty na billboardy
17.02.2021,"-50 003,25 CZK",Bezhotovostní platba,,plakáty,308,210095,NA,plakáty
17.02.2021,"-49 065,50 CZK",Bezhotovostní platba,,plakáty,308,210061,NA,plakáty
17.02.2021,"3 000 000,00 CZK",Platba převodem uvnitř banky,Svoboda a přímá demokracie (SPD),Převod prostředků z transparentního účtu na volební účet SPD - volby do PS 2021,NA,NA,NA,Převod prostředků z transparentního účtu na volební účet SPD - volby do PS 2021
17.02.2021,"-20 000,00 CZK",Karetní transakce,,"Nákup: FACEBK *LPSB22P9N2,  Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 16.2.2021, částka  20000.00 CZK",NA,3344,NA,"Nákup: FACEBK *LPSB22P9N2,  Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 16.2.2021, částka  20000.00 CZK"
16.02.2021,"-847,95 CZK",Karetní transakce,,"Nákup: SWITCHER ESSENTIALS,  1205 E Washington StSuite 117, LOUISVILLE, 40206, USA, dne 16.2.2021, částka  39.00 USD",NA,3344,NA,"Nákup: SWITCHER ESSENTIALS,  1205 E Washington StSuite 117, LOUISVILLE, 40206, USA, dne 16.2.2021, částka  39.00 USD"
15.02.2021,"-15 000,00 CZK",Karetní transakce,,"Nákup: GOOGLE *ADS1004003547,  Gordon House, Barrow Street, cc@google.com, UNKNOWN, IRL, dne 13.2.2021, částka  15000.00 CZK",NA,3344,NA,"Nákup: GOOGLE *ADS1004003547,  Gordon House, Barrow Street, cc@google.com, UNKNOWN, IRL, dne 13.2.2021, částka  15000.00 CZK"
15.02.2021,"-20 000,00 CZK",Karetní transakce,,"Nákup: FACEBK *2ZJVC2PAN2,  Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 13.2.2021, částka  20000.00 CZK",NA,3344,NA,"Nákup: FACEBK *2ZJVC2PAN2,  Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 13.2.2021, částka  20000.00 CZK"
10.02.2021,"-178 415,00 CZK",Bezhotovostní platba,,poradenské služby v marketingu,308,2021001,NA,poradenské služby v marketingu
10.02.2021,"-695 750,00 CZK",Bezhotovostní platba,,mediální a on-line kampaň,308,21217005,NA,mediální a on-line kampaň
10.02.2021,"-14 867,00 CZK",Bezhotovostní platba,,"liberecký, výlepní plochy",308,102236,NA,"liberecký, výlepní plochy"
10.02.2021,"-127 050,00 CZK",Bezhotovostní platba,,"olomoucký, výlepní plochy BB",308,22021,NA,"olomoucký, výlepní plochy BB"
10.02.2021,"-65 920,80 CZK",Bezhotovostní platba,,"olomoucký, reklama MHD",308,42021,NA,"olomoucký, reklama MHD"
10.02.2021,"-14 913,00 CZK",Bezhotovostní platba,,"jihomoravský, prezentace v médiích",308,2021004,NA,"jihomoravský, prezentace v médiích"
10.02.2021,"500 000,00 CZK",Platba převodem uvnitř banky,Svoboda a přímá demokracie (SPD),Převod prostředků z transparentního účtu na volební účet SPD - volby do PS 2021,NA,NA,NA,Převod prostředků z transparentního účtu na volební účet SPD - volby do PS 2021
08.02.2021,"-20 000,00 CZK",Karetní transakce,,"Nákup: FACEBK *KKTXUZ2AN2,  Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 7.2.2021, částka  20000.00 CZK",NA,3344,NA,"Nákup: FACEBK *KKTXUZ2AN2,  Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 7.2.2021, částka  20000.00 CZK"
04.02.2021,"-178 415,00 CZK",Bezhotovostní platba,,poradenské služby v marketingu,NA,2021003,NA,poradenské služby v marketingu
04.02.2021,"-20 000,00 CZK",Karetní transakce,,"Nákup: FACEBK *7R49H3X9N2,  Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 3.2.2021, částka  20000.00 CZK",NA,3344,NA,"Nákup: FACEBK *7R49H3X9N2,  Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 3.2.2021, částka  20000.00 CZK"
01.02.2021,"-20 090,47 CZK",Karetní transakce,,"Nákup: FACEBK *SJTG22PAN2,  Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 30.1.2021, částka  20090.47 CZK",NA,3344,NA,"Nákup: FACEBK *SJTG22PAN2,  Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 30.1.2021, částka  20090.47 CZK"
28.01.2021,"-1 210,00 CZK",Bezhotovostní platba,,"zlínský, pronájem reklamní vitríny",308,12150037,NA,"zlínský, pronájem reklamní vitríny"
28.01.2021,"-63 869,85 CZK",Bezhotovostní platba,,"zlínský, pronájem rekl. panelů",308,4202100315,NA,"zlínský, pronájem rekl. panelů"
28.01.2021,"-36 408,90 CZK",Bezhotovostní platba,,"karlovarský, billboardy",308,4202100314,NA,"karlovarský, billboardy"
28.01.2021,"-39 556,11 CZK",Bezhotovostní platba,,"vysočina, pronájem rekl. panelů",308,4202100313,NA,"vysočina, pronájem rekl. panelů"
28.01.2021,"-20 081,20 CZK",Karetní transakce,,"Nákup: FACEBK *MYN8W3FAN2,  Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 27.1.2021, částka  20081.20 CZK",NA,3344,NA,"Nákup: FACEBK *MYN8W3FAN2,  Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 27.1.2021, částka  20081.20 CZK"
27.01.2021,"-15 000,00 CZK",Karetní transakce,,"Nákup: GOOGLE *ADS1004003547,  Gordon House, Barrow Street, cc@google.com, UNKNOWN, IRL, dne 26.1.2021, částka  15000.00 CZK",NA,3344,NA,"Nákup: GOOGLE *ADS1004003547,  Gordon House, Barrow Street, cc@google.com, UNKNOWN, IRL, dne 26.1.2021, částka  15000.00 CZK"
20.01.2021,"-726,00 CZK",Bezhotovostní platba,,Olomoucký - pronájem rekl. plochy,308,1035000018,NA,Olomoucký - pronájem rekl. plochy
20.01.2021,"-1 486 727,00 CZK",Bezhotovostní platba,,pronájem reklamních panelů,308,310210001,NA,pronájem reklamních panelů
20.01.2021,"3 000 000,00 CZK",Platba převodem uvnitř banky,Svoboda a přímá demokracie (SPD),Převod prostředků z transparentního účtu na volební účet SPD - volby do PS 2021,NA,NA,NA,Převod prostředků z transparentního účtu na volební účet SPD - volby do PS 2021
